㔢	ʨiæʔ˥$
連	liᴇ˨˨˦$
逦	li˨˩˦$
逩	pəŋ˥$
逭	ɦuø˧˥$
逯	loʔ˨˧$
進	ʨiŋ˥$
逵	guei˨˨˦$
逸	ɦiɪʔ˨˧$
逻	lou˨˨˦$
逼	piɪʔ˥$
逾	ɦy˨˨˦$
遁	dəŋ˧˥$
遂	ʑy˧˥$
遇	ny˧˥$
遊	ɦiɤu˨˨˦$
運	ɦyoŋ˧˥$
遍	piᴇ˥$
過	ku˥$
遐	ɦia˨˨˦$
遑	ɦuɔ̃˨˨˦$
遒	ʥiɤu˨˨˦$
道	dau˨˩˦$
達	dæʔ˨˧$
違	ɦuei˨˨˦$
遗	ɦi˨˨˦$
遙	ɦiau˨˨˦$
遜	səŋ˥$
遞	di˧˥$
遠	ɦyø˨˩˦$
遢	tʰæʔ˥$
遣	kʰiᴇ˧˨˥$
遥	ɦiau˨˨˦$
適	ɕiɪʔ˥$
遭	ʦau˧˧˦$
遮	ʦo˧˧˦$
遲	ʣɿ˨˨˦$
遴	liŋ˧˥$
遵	ʦəŋ˧˧˦$
遷	ʨʰiᴇ˧˧˦$
選	ɕyø˧˨˥$
遹	ɦyuʔ˨˧$
遺	ɦi˨˨˦$
遼	liau˨˨˦$
遽	gy˧˥$
避	bi˧˥$
邀	iau˧˧˦$
邁	ma˧˥$
邂	ɦa˧˥$
邃	ɕy˥$
還	ɦuᴇ˨˨˦$
邅	ʨiᴇ˧˧˦$
邇	əl˨˩˦$
邊	piᴇ˧˧˦$
邋	læʔ˨˧$
邏	lou˨˨˦$
邐	li˨˩˦$
邑	iɪʔ˥$
邓	dəŋ˧˥$
邕	yoŋ˧˧˦$
邙	mɔ̃˨˨˦$
邛	gyoŋ˨˨˦$
邝	kuɔ̃˧˨˥$
邠	piŋ˧˧˦$
邢	ɦiŋ˨˨˦$
那	na˧˥$
邦	pɔ̃˧˧˦$
邪	ʑia˨˨˦$
邮	ɦiɤu˨˨˦$
邯	ɦᴇ˨˨˦$
邴	piŋ˧˨˥$
邵	ʑiau˧˥$
邹	ʦɤu˧˧˦$
邻	liŋ˨˨˦$
邾	ʨy˧˧˦$
郁	yuʔ˥$
郊	kau˧˧˦$
郎	lɔ̃˨˨˦$
郏	kæʔ˥$
郑	ʥiŋ˧˥$
郘	ly˨˩˦$
郛	fu˧˧˦$
郝	hau˧˨˥$
郟	kæʔ˥$
郡	gyoŋ˧˥$
郢	ɦiŋ˨˩˦$
部	bu˨˩˦$
郭	kuɔʔ˥$
郴	ʨʰiŋ˧˧˦$
郵	ɦiɤu˨˨˦$
都	tu˧˧˦$
鄂	ŋɔʔ˨˧$
鄉	hiaŋ˧˧˦$
鄌	dɔ̃˨˨˦$
鄒	ʦɤu˧˧˦$
鄙	pi˧˨˥$
鄜	fu˧˧˦$
鄞	niŋ˨˨˦$
鄢	iᴇ˧˧˦$
鄦	hy˧˨˥$
鄧	dəŋ˧˥$
鄭	ʥiŋ˧˥$
鄯	ʑiᴇ˧˥$
鄰	liŋ˨˨˦$
鄺	kuɔ̃˧˨˥$
酃	liŋ˨˨˦$
酉	ɦiɤu˨˩˦$
酊	tiŋ˧˨˥$
酋	ʥiɤu˨˨˦$
酌	ʨiaʔ˥$
配	pʰei˥$
酎	ʥiɤu˧˥$
酒	ʨiɤu˧˨˥$
酗	hy˥$
酡	do˨˨˦$
酢	zɔʔ˨˧$
酣	hᴇ˧˧˦$
酥	su˧˧˦$
酩	miŋ˨˩˦$
酪	lɔʔ˨˧$
酬	ʥiɤu˨˨˦$
酰	hi˧˧˦$
酱	ʨiaŋ˥$
酵	kau˥$
酷	kʰoʔ˥$
酸	suø˧˧˦$
酽	niᴇ˧˥$
酿	niaŋ˧˥$
醃	ɦiᴇ˧˥$
醇	ʑyoŋ˨˨˦$
醉	ʦei˥$
醋	ʦʰu˥$
醍	di˨˨˦$
醐	ɦu˨˨˦$
醒	ɕiŋ˧˨˥$
醜	ʨʰiɤu˧˨˥$
醢	hei˧˨˥$
醪	lau˨˨˦$
醫	i˧˧˦$
醬	ʨiaŋ˥$
醭	boʔ˨˧$
醮	ʨiau˥$
醯	hi˧˧˦$
醴	li˨˩˦$
醵	gy˧˥$
釀	niaŋ˧˥$
釁	hiŋ˥$
釅	niᴇ˧˥$
采	ʦʰei˧˨˥$
釉	ɦiɤu˧˥$
释	ɕiɪʔ˥$
釋	ɕiɪʔ˥$
里	li˨˩˦$
重	ʥyoŋ˨˨˦$
野	ia˧˨˥$
量	liaŋ˨˨˦$
釐	li˨˨˦$
金	kiŋ˧˧˦$
釗	ʨiau˧˧˦$
釘	tiŋ˧˧˦$
釜	vu˨˩˦$
釣	tiau˥$
釧	ʨʰyø˥$
釵	ʦʰa˧˧˦$
鈁	fɔ̃˧˧˦$
鈇	fu˧˧˦$
鈍	dəŋ˧˥$
鈔	ʦʰau˧˨˥$
鈞	kyoŋ˧˧˦$
鈴	liŋ˨˨˦$
鈸	buəʔ˨˧$
鈾	ɦiɤu˨˨˦$
鈿	diᴇ˨˨˦$
鉉	ɦyø˨˩˦$
鉗	giᴇ˨˨˦$
鉛	kʰᴇ˧˧˦$
鉞	ɦiaʔ˨˧$
鉤	kɤu˧˧˦$
鉴	kᴇ˥$
鉸	kau˧˨˥$
鉻	kɔʔ˥$
銀	niŋ˨˨˦$
銃	ʨʰyoŋ˥$
銅	doŋ˨˨˦$
銓	ʨʰyø˧˧˦$
銖	ʨy˧˧˦$
銘	miŋ˨˨˦$
銜	ɦᴇ˨˨˦$
銬	kʰau˥$
銮	luø˨˨˦$
銳	zei˧˥$
銷	ɕiau˧˧˦$
銹	ɕiɤu˥$
銼	ʦʰo˥$
鋃	lɔ̃˨˨˦$
鋌	diŋ˨˩˦$
鋏	kæʔ˥$
鋒	foŋ˧˧˦$
鋤	zu˨˨˦$
鋥	ʣaŋ˨˨˦$
鋦	gyuʔ˨˧$
鋩	mɔ̃˨˨˦$
鋪	pʰu˧˧˦$
鋸	kei˥$
鋼	kɔ̃˧˧˦$
錄	loʔ˨˧$
錐	ʨy˧˧˦$
錘	ʥy˨˨˦$
錙	ʦɿ˧˧˦$
錛	pəŋ˧˧˦$
錠	diŋ˨˩˦$
錢	ʥiᴇ˨˨˦$
錦	kiŋ˧˨˥$
錨	mau˨˨˦$
錫	ɕiɪʔ˥$
錮	ku˥$
錯	ʦʰo˥$
錾	zᴇ˧˥$
鍁	hiᴇ˧˧˦$
鍋	kou˧˧˦$
鍍	du˧˥$
鍘	zæʔ˨˧$
鍛	tuø˥$
鍥	kʰiæʔ˥$
鍬	ʨʰiau˧˧˦$
鍰	ɦuᴇ˨˨˦$
鍵	giᴇ˨˩˦$
鍾	ʨyoŋ˧˧˦$
鎖	so˧˨˥$
鎧	kʰei˧˨˥$
鎬	hau˨˩˦$
鎰	ɦiɪʔ˨˧$
鎳	niæʔ˨˧$
鏃	ʦoʔ˥$
鏇	ʑyø˧˥$
鏈	liᴇ˧˥$
鏊	ŋau˧˥$
鏑	tiɪʔ˥$
鏜	dɔ̃˨˨˦$
鏟	ʦʰᴇ˧˨˥$
鏡	kiŋ˥$
鏢	piau˧˧˦$
鏤	lɤu˧˥$
鏨	zᴇ˧˥$
鏵	ɦua˨˨˦$
鐃	nau˨˨˦$
鐘	ʨyoŋ˧˧˦$
鐙	təŋ˥$
鐫	ʨyø˧˧˦$
鐮	liᴇ˨˨˦$
鐲	ʥyɔʔ˨˧$
鐳	lei˨˨˦$
鐵	tʰiæʔ˥$
鐶	ɦuᴇ˨˨˦$
鐸	dɔʔ˨˧$
鐺	ʦʰaŋ˧˧˦$
鑄	ʨy˥$
鑊	ɦuɔʔ˨˧$
鑌	piŋ˧˧˦$
鑒	kᴇ˥$
鑞	læʔ˨˧$
鑠	ɕyɔʔ˥$
鑢	ly˧˥$
鑭	lᴇ˨˨˦$
鑰	ɦiaʔ˨˧$
鑲	ɕiaŋ˧˧˦$
鑷	niæʔ˨˧$
鑹	ʦʰuø˧˧˦$
鑼	lou˨˨˦$
鑽	ʣuø˧˥$
鑾	luø˨˨˦$
鑿	zɔʔ˨˧$
钁	kyəʔ˥$
钉	tiŋ˧˧˦$
钊	ʨiau˧˧˦$
钏	ʨʰyø˥$
钓	tiau˥$
钗	ʦʰa˧˧˦$
钝	dəŋ˧˥$
钞	ʦʰau˧˨˥$
钟	ʨyoŋ˧˧˦$
钢	kɔ̃˧˧˦$
钥	ɦiaʔ˨˧$
钦	kʰiŋ˧˧˦$
钧	kyoŋ˧˧˦$
钩	kɤu˧˧˦$
钫	fɔ̃˧˧˦$
钱	ʥiᴇ˨˨˦$
钳	giᴇ˨˨˦$
钵	puəʔ˥$
钹	buəʔ˨˧$
钺	ɦiaʔ˨˧$
钻	ʣuø˧˥$
钿	diᴇ˨˨˦$
铀	ɦiɤu˨˨˦$
铁	tʰiæʔ˥$
铃	liŋ˨˨˦$
铄	ɕyɔʔ˥$
铅	kʰᴇ˧˧˦$
铉	ɦyø˨˩˦$
铎	dɔʔ˨˧$
铐	kʰau˥$
铓	mɔ̃˨˨˦$
铗	kæʔ˥$
铙	nau˨˨˦$
铛	ʦʰaŋ˧˧˦$
铜	doŋ˨˨˦$
铠	kʰei˧˨˥$
铡	zæʔ˨˧$
铢	ʨy˧˧˦$
铤	diŋ˨˩˦$
铧	ɦua˨˨˦$
铨	ʨʰyø˧˧˦$
铬	kɔʔ˥$
铭	miŋ˨˨˦$
铰	kau˧˨˥$
铲	ʦʰᴇ˧˨˥$
铳	ʨʰyoŋ˥$
银	niŋ˨˨˦$
铸	ʨy˥$
铺	pʰu˧˧˦$
链	liᴇ˧˥$
销	ɕiau˧˧˦$
锁	so˧˨˥$
锃	ʣaŋ˨˨˦$
锄	zu˨˨˦$
锅	kou˧˧˦$
锈	ɕiɤu˥$
锉	ʦʰo˥$
锋	foŋ˧˧˦$
锐	zei˧˥$
锒	lɔ̃˨˨˦$
锔	gyuʔ˨˧$
错	ʦʰo˥$
锚	mau˨˨˦$
锛	pəŋ˧˧˦$
锡	ɕiɪʔ˥$
锢	ku˥$
锣	lou˨˨˦$
锤	ʥy˨˨˦$
锥	ʨy˧˧˦$
锦	kiŋ˧˨˥$
锨	hiᴇ˧˧˦$
锭	diŋ˨˩˦$
键	giᴇ˨˩˦$
锯	kei˥$
锱	ʦɿ˧˧˦$
锲	kʰiæʔ˥$
锹	ʨʰiau˧˧˦$
锻	tuø˥$
锾	ɦuᴇ˨˨˦$
镀	du˧˥$
镂	lɤu˧˥$
镊	niæʔ˨˧$
镌	ʨyø˧˧˦$
镍	niæʔ˨˧$
镐	hau˨˩˦$
镒	ɦiɪʔ˨˧$
镔	piŋ˧˧˦$
镖	piau˧˧˦$
镗	dɔ̃˨˨˦$
镜	kiŋ˥$
镝	tiɪʔ˥$
镞	ʦoʔ˥$
镢	kyəʔ˥$
镧	lᴇ˨˨˦$
镩	ʦʰuø˧˧˦$
镫	təŋ˥$
镬	ɦuɔʔ˨˧$
镭	lei˨˨˦$
镮	ɦuᴇ˨˨˦$
镯	ʥyɔʔ˨˧$
镰	liᴇ˨˨˦$
镴	læʔ˨˧$
镶	ɕiaŋ˧˧˦$
長	ʥiaŋ˨˨˦$
长	ʥiaŋ˨˨˦$
門	məŋ˨˨˦$
閂	ɕyø˧˧˦$
閃	sᴇ˧˨˥$
閉	pi˥$
開	kʰei˧˧˦$
閎	ɦoŋ˨˨˦$
閏	ɦyoŋ˧˥$
閒	ɦᴇ˨˨˦$
間	kᴇ˧˧˦$
閔	miŋ˨˨˦$
閘	zæʔ˨˧$
閣	kɔʔ˥$
閥	væʔ˨˧$
閨	kuei˧˧˦$
閩	miŋ˨˨˦$
閫	kʰuəŋ˧˨˥$
閬	lɔ̃˧˥$
閭	ly˨˨˦$
閱	ɦiaʔ˨˧$
閹	iᴇ˧˧˦$
閻	niᴇ˨˨˦$
閽	huəŋ˧˧˦$
闈	ɦuei˨˨˦$
闊	kʰuəʔ˥$
闋	kʰyəʔ˥$
闌	lᴇ˨˨˦$
闐	diᴇ˨˨˦$
闓	kʰei˧˨˥$
闕	kʰyəʔ˥$
闖	ʨʰyɔ̃˧˨˥$
關	kuᴇ˧˧˦$
闞	kʰᴇ˥$
闡	ʨʰiᴇ˧˨˥$
门	məŋ˨˨˦$
闩	ɕyø˧˧˦$
闪	sᴇ˧˨˥$
闭	pi˥$
问	məŋ˧˥$
闯	ʨʰyɔ̃˧˨˥$
闰	ɦyoŋ˧˥$
闱	ɦuei˨˨˦$
闲	ɦᴇ˨˨˦$
闳	ɦoŋ˨˨˦$
间	kᴇ˧˧˦$
闵	miŋ˨˨˦$
闷	məŋ˧˥$
闸	zæʔ˨˧$
闹	nau˧˥$
闺	kuei˧˧˦$
闻	məŋ˨˨˦$
闽	miŋ˨˨˦$
闾	ly˨˨˦$
闿	kʰei˧˨˥$
阀	væʔ˨˧$
阁	kɔʔ˥$
阃	kʰuəŋ˧˨˥$
阄	kiɤu˧˧˦$
阅	ɦiaʔ˨˧$
阆	lɔ̃˧˥$
阉	iᴇ˧˧˦$
阍	huəŋ˧˧˦$
阎	niᴇ˨˨˦$
阐	ʨʰiᴇ˧˨˥$
阑	lᴇ˨˨˦$
阔	kʰuəʔ˥$
阕	kʰyəʔ˥$
阗	diᴇ˨˨˦$
阙	kʰyəʔ˥$
阚	kʰᴇ˥$
阜	vɤu˨˩˦$
队	dei˧˥$
阡	ʨʰiᴇ˧˧˦$
阪	pᴇ˧˨˥$
阮	nyø˨˩˦$
防	vɔ̃˨˨˦$
阳	ɦiaŋ˨˨˦$
阴	iŋ˧˧˦$
阵	ʥiŋ˧˥$
阶	ka˧˧˦$
阺	ti˧˨˥$
阻	ʦu˧˨˥$
阼	zo˧˥$
阿	a˧˧˦$
陀	do˨˨˦$
陂	pʰi˧˧˦$
附	vu˧˥$
际	ʨi˥$
陆	loʔ˨˧$
陇	loŋ˨˩˦$
陈	ʥiŋ˨˨˦$
陉	ɦiŋ˨˨˦$
陋	lɤu˧˥$
陌	maʔ˨˧$
降	kɔ̃˥$
限	ɦᴇ˨˩˦$
陕	ɕiᴇ˧˨˥$
陘	ɦiŋ˨˨˦$
陛	bi˨˩˦$
陝	ɕiᴇ˧˨˥$
陡	tɤu˧˨˥$
院	ɦyø˧˥$
陣	ʥiŋ˧˥$
除	ʥy˨˨˦$
陨	ɦyoŋ˨˩˦$
险	hiᴇ˧˨˥$
陪	bei˨˨˦$
陬	ʦɤu˧˧˦$
陰	iŋ˧˧˦$
陳	ʥiŋ˨˨˦$
陵	liŋ˨˨˦$
陶	dau˨˨˦$
陷	ɦᴇ˧˥$
陸	loʔ˨˧$
陽	ɦiaŋ˨˨˦$
隅	ny˨˨˦$
隆	loŋ˨˨˦$
隈	uei˧˧˦$
隊	dei˧˥$
隋	ʑy˨˨˦$
隍	ɦuɔ̃˨˨˦$
階	ka˧˧˦$
随	zei˨˨˦$
隐	iŋ˧˨˥$
隑	gei˧˥$
隔	kaʔ˥$
隕	ɦyoŋ˨˩˦$
隘	a˥$
隙	kʰiɪʔ˥$
際	ʨi˥$
障	ʦɔ̃˥$
隧	ʑy˧˥$
隨	zei˨˨˦$
險	hiᴇ˧˨˥$
隱	iŋ˧˨˥$
隳	huei˧˧˦$
隴	loŋ˨˩˦$
隶	li˧˥$
隸	li˧˥$
隹	ʨy˧˧˦$
隻	ʦaʔ˥$
隼	ɕyoŋ˧˨˥$
隽	ʑiᴇ˨˨˦$
难	nᴇ˨˨˦$
雀	ʨʰiaʔ˥$
雁	ŋᴇ˧˥$
雄	ɦyoŋ˨˨˦$
雅	ŋo˨˩˦$
集	ʑiɪʔ˨˧$
雇	ku˥$
雉	ʣɿ˨˩˦$
雌	ʦʰɿ˧˧˦$
雍	yoŋ˧˧˦$
雎	ʨy˧˧˦$
雏	zu˨˨˦$
雕	tiau˧˧˦$
雖	ɕy˧˧˦$
雙	ɕyɔ̃˧˧˦$
雛	zu˨˨˦$
雞	ki˧˧˦$
離	li˨˨˦$
難	nᴇ˨˨˦$
雨	ɦy˨˩˦$
雪	ɕyəʔ˥$
雯	vəŋ˨˨˦$
雲	ɦyoŋ˨˨˦$
雳	liɪʔ˨˧$
零	liŋ˨˨˦$
雷	lei˨˨˦$
雹	bɔʔ˨˧$
電	diᴇ˧˥$
雾	m˧˥$
需	ɕy˧˧˦$
霁	ʨi˥$
霄	ɕiau˧˧˦$
霆	diŋ˨˨˦$
霈	pʰei˥$
霉	mei˨˧˧˦$
霍	hɔʔ˥$
霎	sæʔ˥$
霏	fi˧˧˦$
霑	ʨiᴇ˧˧˦$
霓	ni˨˨˦$
霖	liŋ˨˨˦$
霜	sɔ̃˧˧˦$
霞	ɦia˨˨˦$
霧	m˧˥$
霪	ɦiŋ˨˨˦$
霭	ei˥$
霰	ɕiᴇ˥$
露	lu˧˥$
霸	pa˥$
霹	pʰiɪʔ˥$
霽	ʨi˥$
靂	liɪʔ˨˧$
靄	ei˥$
靈	liŋ˨˨˦$
青	ʨʰiŋ˧˧˦$
靓	ʑiŋ˧˥$
靖	ʑiŋ˨˩˦$
静	ʑiŋ˨˩˦$
靚	ʑiŋ˧˥$
靛	diᴇ˧˥$
靜	ʑiŋ˨˩˦$
非	fi˧˧˦$
靠	kʰau˥$
靡	mi˨˩˦$
面	miᴇ˧˥$
靥	iæʔ˥$
靨	iæʔ˥$
革	kaʔ˥$
靳	kiŋ˥$
靴	hy˧˧˦$
靶	pa˧˨˥$
靷	ɦiŋ˨˩˦$
鞋	ɦa˨˨˦$
鞍	ᴇ˧˧˦$
鞏	koŋ˧˨˥$
鞘	ɕiau˥$
鞠	kyuʔ˥$
鞫	kyuʔ˥$
鞭	piᴇ˧˧˦$
鞹	kʰuɔʔ˥$
韁	kiaŋ˧˧˦$
韆	ʨʰiᴇ˧˧˦$
韋	ɦuei˨˨˦$
韌	niŋ˧˥$
韓	ɦᴇ˨˨˦$
韜	tʰau˧˧˦$
韦	ɦuei˨˨˦$
韧	niŋ˧˥$
韩	ɦᴇ˨˨˦$
韬	tʰau˧˧˦$
韭	kiɤu˧˨˥$
音	iŋ˧˧˦$
韵	ɦyoŋ˧˥$
韶	ʑiau˨˨˦$
韻	ɦyoŋ˧˥$
響	hiaŋ˧˨˥$
頁	ɦiæʔ˨˧$
頂	tiŋ˧˨˥$
頃	kʰiŋ˧˨˥$
項	ɦɔ̃˨˩˦$
順	ʑyoŋ˧˥$
頇	hᴇ˧˧˦$
須	ɕy˧˧˦$
頊	hyuʔ˥$
頌	ʑyoŋ˧˥$
頎	gi˨˨˦$
頏	ɦɔ̃˨˨˦$
預	ɦy˧˥$
頑	ɦuᴇ˨˨˦$
頒	pᴇ˧˧˦$
頓	təŋ˥$
頗	pou˧˧˦$
領	liŋ˨˩˦$
頡	ɦiæʔ˨˧$
頤	ɦi˨˨˦$
頭	dɤu˨˨˦$
頰	kæʔ˥$
頸	kiŋ˧˨˥$
頹	dei˨˨˦$
頻	biŋ˨˨˦$
顆	kʰou˧˧˦$
題	di˨˨˦$
額	ŋaʔ˨˧$
顏	ŋᴇ˨˨˦$
顓	ʨyø˧˧˦$
願	nyø˧˥$
顛	tiᴇ˧˧˦$
類	lei˧˥$
顢	mø˨˨˦$
顥	hau˨˩˦$
顧	ku˥$
顫	ʨiᴇ˥$
顯	hiᴇ˧˨˥$
顰	biŋ˨˨˦$
顱	lu˨˨˦$
顴	gyø˨˨˦$
页	ɦiæʔ˨˧$
顶	tiŋ˧˨˥$
顷	kʰiŋ˧˨˥$
顸	hᴇ˧˧˦$
项	ɦɔ̃˨˩˦$
顺	ʑyoŋ˧˥$
须	ɕy˧˧˦$
顼	hyuʔ˥$
顽	ɦuᴇ˨˨˦$
顾	ku˥$
顿	təŋ˥$
颀	gi˨˨˦$
颁	pᴇ˧˧˦$
颂	ʑyoŋ˧˥$
颃	ɦɔ̃˨˨˦$
预	ɦy˧˥$
颅	lu˨˨˦$
领	liŋ˨˩˦$
颇	pou˧˧˦$
颈	kiŋ˧˨˥$
颉	ɦiæʔ˨˧$
颊	kæʔ˥$
颐	ɦi˨˨˦$
频	biŋ˨˨˦$
颓	dei˨˨˦$
颖	ɦiŋ˨˩˦$
颗	kʰou˧˧˦$
题	di˨˨˦$
颛	ʨyø˧˧˦$
颜	ŋᴇ˨˨˦$
额	ŋaʔ˨˧$
颟	mø˨˨˦$
颠	tiᴇ˧˧˦$
颢	hau˨˩˦$
颤	ʨiᴇ˥$
颦	biŋ˨˨˦$
颧	gyø˨˨˦$
風	foŋ˧˧˦$
颶	gy˧˥$
颼	sɤu˧˧˦$
飄	pʰiau˧˧˦$
风	foŋ˧˧˦$
飓	gy˧˥$
飕	sɤu˧˧˦$
飘	pʰiau˧˧˦$
飚	piau˧˧˦$
飛	fi˧˧˦$
飞	fi˧˧˦$
飢	ki˧˧˦$
飨	hiaŋ˧˨˥$
飩	dəŋ˨˨˦$
飪	ʑiŋ˨˩˦$
飫	y˥$
飭	ʨʰiɪʔ˥$
飯	vᴇ˧˥$
飱	səŋ˧˧˦$
飲	iŋ˧˨˥$
飴	ɦi˨˨˦$
飼	zɿ˧˥$
飽	pau˧˨˥$
飾	ɕiɪʔ˥$
餃	kiau˧˨˥$
餅	piŋ˧˨˥$
餉	hiaŋ˧˨˥$
養	iaŋ˧˨˥$
餌	zɿ˨˩˦$
餐	ʦʰᴇ˧˧˦$
餑	buəʔ˨˧$
餒	nei˨˩˦$
餓	ŋou˧˥$
餘	ɦy˨˨˦$
餛	ɦuəŋ˨˨˦$
餜	ku˧˨˥$
餞	ʑiᴇ˧˥$
餡	ɦᴇ˨˩˦$
館	kuø˧˨˥$
餬	ɦu˨˨˦$
餵	uei˥$
餽	guei˧˥$
餾	liɤu˨˨˦$
餿	sɤu˧˧˦$
饃	mo˨˨˦$
饅	mᴇ˨˨˦$
饉	giŋ˧˥$
饊	sᴇ˧˨˥$
饑	ki˧˧˦$
饒	niau˨˨˦$
饞	ʣᴇ˨˨˦$
饥	ki˧˧˦$
饨	dəŋ˨˨˦$
饪	ʑiŋ˨˩˦$
饫	y˥$
饬	ʨʰiɪʔ˥$
饭	vᴇ˧˥$
饮	iŋ˧˨˥$
饯	ʑiᴇ˧˥$
饰	ɕiɪʔ˥$
饱	pau˧˨˥$
饲	zɿ˧˥$
饴	ɦi˨˨˦$
饵	zɿ˨˩˦$
饶	niau˨˨˦$
饷	hiaŋ˧˨˥$
饺	kiau˧˨˥$
饼	piŋ˧˨˥$
饽	buəʔ˨˧$
饿	ŋou˧˥$
馁	nei˨˩˦$
馃	ku˧˨˥$
馄	ɦuəŋ˨˨˦$
馅	ɦᴇ˨˩˦$
馆	kuø˧˨˥$
馈	guei˧˥$
馊	sɤu˧˧˦$
馋	ʣᴇ˨˨˦$
馍	mo˨˨˦$
馏	liɤu˨˨˦$
馑	giŋ˧˥$
馒	mᴇ˨˨˦$
馓	sᴇ˧˨˥$
首	ɕiɤu˧˨˥$
馗	guei˨˨˦$
香	hiaŋ˧˧˦$
馥	voʔ˨˧$
馨	hiŋ˧˧˦$
馬	ma˨˩˦$
馭	ny˧˥$
馮	voŋ˨˨˦$
馱	do˨˨˦$
馳	ʣɿ˨˨˦$
馴	hyoŋ˥$
駁	pɔʔ˥$
駐	ʨy˥$
駑	nu˨˨˦$
駒	ky˧˧˦$
駕	kia˥$
駙	vu˧˥$
駛	sɿ˧˨˥$
駝	dou˨˨˦$
駟	sɿ˥$
駢	biᴇ˨˨˦$
駭	ŋei˨˩˦$
駱	lɔʔ˨˧$
駸	ʨʰiŋ˧˧˦$
駿	ʨyoŋ˥$
騃	ŋei˨˨˦$
騎	gi˧˥$
騏	gi˨˨˦$
騑	fi˧˧˦$
騖	ɦu˧˥$
騙	pʰiᴇ˥$
騫	kʰiᴇ˧˧˦$
騰	dəŋ˨˨˦$
騷	sau˧˧˦$
騾	lou˨˨˦$
驁	ŋau˨˨˦$
驅	kʰy˧˧˦$
驊	ɦua˨˨˦$
驕	kiau˧˧˦$
驗	niᴇ˧˥$
驚	kiŋ˧˧˦$
驛	ɦiɪʔ˨˧$
驟	ʣɤu˧˥$
驢	ly˨˨˦$
驥	ki˥$
驪	li˨˨˦$
马	ma˨˩˦$
驭	ny˧˥$
驮	do˨˨˦$
驯	hyoŋ˥$
驰	ʣɿ˨˨˦$
驱	kʰy˧˧˦$
驳	pɔʔ˥$
驴	ly˨˨˦$
驶	sɿ˧˨˥$
驷	sɿ˥$
驸	vu˧˥$
驹	ky˧˧˦$
驻	ʨy˥$
驼	dou˨˨˦$
驽	nu˨˨˦$
驾	kia˥$
驿	ɦiɪʔ˨˧$
骂	ma˧˥$
骄	kiau˧˧˦$
骅	ɦua˨˨˦$
骆	lɔʔ˨˧$
骇	ŋei˨˩˦$
骈	biᴇ˨˨˦$
骊	li˨˨˦$
验	niᴇ˧˥$
骎	ʨʰiŋ˧˧˦$
骏	ʨyoŋ˥$
骐	gi˨˨˦$
骑	gi˧˥$
骗	pʰiᴇ˥$
骚	sau˧˧˦$
骛	ɦu˧˥$
骜	ŋau˨˨˦$
骞	kʰiᴇ˧˧˦$
骡	lou˨˨˦$
骤	ʣɤu˧˥$
骥	ki˥$
骨	kuøʔ˥$
骯	ɔ̃˧˧˦$
骷	kʰu˧˧˦$
骸	ɦei˨˨˦$
髀	bi˨˩˦$
髋	kʰuø˧˧˦$
髒	ʦɔ̃˧˧˦$
髓	ɕy˧˨˥$
體	tʰi˧˨˥$
髖	kʰuø˧˧˦$
高	kau˧˧˦$
髡	kʰuəŋ˧˧˦$
髦	mau˨˨˦$
髪	fæʔ˥$
髭	ʦɿ˧˧˦$
髯	ʑiᴇ˨˨˦$
髻	ki˥$
髽	ʦuo˧˧˦$
鬃	ʦoŋ˧˧˦$
鬆	soŋ˧˧˦$
鬈	gyø˨˨˦$
鬓	piŋ˥$
鬚	ɕy˧˧˦$
鬟	ɦuᴇ˨˨˦$
鬢	piŋ˥$
鬣	liæʔ˨˧$
鬥	tɤu˥$
鬧	nau˧˥$
鬮	kiɤu˧˧˦$
鬯	ʨʰiaŋ˥$
鬱	yuʔ˥$
鬻	ɦyuʔ˨˧$
鬼	kuei˧˨˥$
魁	kʰuei˧˧˦$
魂	ɦuəŋ˨˨˦$
魃	buəʔ˨˧$
魄	pʰaʔ˥$
魅	mei˧˥$
魉	liaŋ˨˩˦$
魍	mɔ̃˨˩˦$
魎	liaŋ˨˩˦$
魏	ny˧˥$
魔	mo˨˨˦$
魚	ny˨˨˦$
魯	lu˨˩˦$
魴	vɔ̃˨˨˦$
魷	ɦiɤu˨˨˦$
鮎	niᴇ˨˨˦$
鮑	bau˨˩˦$
鮒	bu˧˥$
鮝	ɕiaŋ˧˨˥$
鮫	kau˧˧˦$
鮮	ɕiᴇ˧˨˥$
鯀	kuəŋ˧˨˥$
鯁	kaŋ˧˨˥$
鯉	li˨˩˦$
鯖	ʨʰiŋ˧˧˦$
鯤	kʰuəŋ˧˧˦$
鯧	ʦʰɔ̃˧˧˦$
鯨	kiŋ˧˧˦$
鯪	liŋ˨˨˦$
鯽	ʨiɪʔ˥$
鰒	voʔ˨˧$
鰣	zɿ˨˨˦$
鰥	kuø˧˧˦$
鰭	gi˨˨˦$
鰱	liᴇ˨˨˦$
鰲	ŋau˨˨˦$
鰻	mø˨˨˦$
鰾	biau˨˩˦$
鱉	piæʔ˥$
鱔	ʑiᴇ˨˩˦$
鱖	kuei˥$
鱗	liŋ˨˨˦$
鱟	ʑyoŋ˧˥$
鱣	ʨiᴇ˧˧˦$
鱧	li˨˩˦$
鱷	ŋɔʔ˨˧$
鱸	lu˨˨˦$
鱼	ny˨˨˦$
鱿	ɦiɤu˨˨˦$
鲁	lu˨˩˦$
鲂	vɔ̃˨˨˦$
