㒼	mũ˨˩˧
讲起埭头	kɔ̃˧˥ ʨʰi˧˥ da˨˦ dœʏ˨˦
讲起痕头	kɔ̃˧˥ ʨʰi˧˥ ɦəŋ˨˦ dœʏ˨˦
讲闲话	kɔ̃˧˥ ɦɛ˨˦ ɦuo˨˩˧
许	he˦˦
许愿心	he˦˦ ȵy˨˦ ɕiŋ˥˧
试上加试	sɿ˦˦ zɔ̃˨˩˧ ko˥˧ sɿ˦˦
话	ɦuo˨˩˧
话上加话	ɦuo˨˩˧ zɔ̃˨˩˧ ko˥˧ ɦuo˨˩˧
话勒睬	ɦuo˨˩˧ lɐʔ˩˨ ʦʰe˧˥
话勒起	ɦuo˨˩˧ lɐʔ˩˨ ʨʰi˧˥
话勿睬	ɦuo˨˩˧ vɐʔ˩˨ ʦʰe˧˥
话勿起	ɦuo˨˩˧ vɐʔ˩˨ ʨʰi˧˥
话头	ɦuo˨˩˧ dœʏ˨˦
话柄	ɦuo˨˩˧ piŋ˦˦
话话其	ɦuo˨˩˧ ɦuo˨˩˧ ʥi˨˩˧
该	ke˥˧
该一𪰻	kiɪʔ˥ iɪʔ˥ ʨʰiã˧˥
该厢	kiɪʔ˥ ɕiã˥˧
该只角	kiɪʔ˥ ʦɐʔ˥ koʔ˥
该回	kiɪʔ˥ ɦuɐɪ˨˦
该头	kiɪʔ˥ dœʏ˨˦
该岸	kiɪʔ˥ ŋe˨˦
该应	ke˥˧ ɦiŋ˨˦
该底	kiɪʔ˥ ti˧˥
该星	kiɪʔ˥ ɕiŋ˥˧
该晌	kiɪʔ˥ zɔ̃˨˩˧
该晌记	kiɪʔ˥ zɔ̃˨˩˧ ʨi˦˦
该晌里	kiɪʔ˥ zɔ̃˨˩˧ li˨˩˧
该样	kiɪʔ˥ ɦiã˨˩˧
该死	ke˥˧ ɕi˧˥
该眼	kiɪʔ˥ ŋɛ˨˩˧
该网	kiɪʔ˥ mɔ̃˨˩˧
该记	kiɪʔ˥ ʨi˦˦
该边	kiɪʔ˥ pi˥˧
该遭	kiɪʔ˥ ʦɔ˥˧
该里	kiɪʔ˥ li˨˩˧
该面	kiɪʔ˥ mi˨˩˧
该𡍲	kiɪʔ˥ tɐʔ˥
该𪰻	kiɪʔ˥ ʨʰiã˧˥
该𪰻里	kiɪʔ˥ ʨʰiã˧˥ li˨˩˧
说话	sʮœʔ˥ ɦuo˨˩˧
调	dio˨˩˧
调仔	dio˨˩˧ ʦɿ˧˥
调发调发	dio˨˩˧ fɐʔ˥ dio˨˩˧ fɐʔ˥
调大	dio˨˩˧ da˨˩˧
调头调脑	dio˨˩˧ dœʏ˨˦ dio˨˩˧ nɔ˨˩˧
调头𧝴角	dio˨˩˧ dœʏ˨˦ toʔ˥ koʔ˥
调拨	dio˨˩˧ pɐʔ˥
调排	dio˨˩˧ ba˨˦
调来回去	dio˨˩˧ le˨˦ ɦuɐɪ˨˦ ʨʰi˦˦
调来换去	dio˨˩˧ le˨˦ ɦũ˨˩˧ ʨʰi˦˦
调枪花	dio˨˩˧ ʨʰiã˥˧ huo˦˦
调直	dio˨˩˧ ʥiɪʔ˩˨
调觉	dio˨˩˧ kɔ˦˦
谏	gɛ˨˩˧
谏嘴谏得	gɛ˨˩˧ ʦʮ˧˥ gɛ˨˩˧ tɐʔ˥
谏腐一样	gɛ˨˩˧ vu˨˩˧ iɪʔ˥ ɦiã˨˩˧
谏训	kɛ˦˦ ɕyəŋ˦˦
谜子	mi˨˦ ʦɿ˧˥
谢年	ʑia˨˩˧ ȵi˨˦
谷橱	koʔ˥ ʣʮ˨˦
谷櫥	koʔ˥ ʣʮ˨˦
谷眼乌珠	koʔ˥ ŋɛ˨˩˧ ̃ ʦʮ˥˧
谷眼子	koʔ˥ ŋɛ˨˩˧ ʦɿ˧˥
谷眼烏珠	koʔ˥ ŋɛ˨˩˧ ̃ ʦʮ˥˧
谷箩	koʔ˥ ləu˨˦
谷籮	koʔ˥ ləu˨˦
谷蜢	koʔ˥ mã˨˩˧
谷蝴蝶	koʔ˥ ɦu˨˦ diɐʔ˩˨
豁	huɐʔ˥
豁乌	huɐʔ˥ ̃
豁出	huɐʔ˥ ʦʰʮœʔ˥
豁出木屐	huɐʔ˥ ʦʰʮœʔ˥ moʔ˩˨ ʥiɪʔ˩˨
豁朵朵	huɐʔ˥ to˧˥ to˧˥
豁水	huɐʔ˥ sʮ˧˥
豁烏	huɐʔ˥ ̃
豁白篮	huɐʔ˥ bɐʔ˩˨ lɛ˨˦
豁白籃	huɐʔ˥ bɐʔ˩˨ lɛ˨˦
豁裂乌	huɐʔ˥ liɪʔ˩˨ ̃
豁裂烏	huɐʔ˥ liɪʔ˩˨ ̃
豁裂縫	huɐʔ˥ liɪʔ˩˨ voŋ˨˩˧
豁裂缝	huɐʔ˥ liɪʔ˩˨ voŋ˨˩˧
豁趣趣	huɐʔ˥ ʦʰʮ˦˦ ʦʰʮ˦˦
豁辣面	huɐʔ˥ lɐʔ˩˨ mi˨˩˧
豁辣麵	huɐʔ˥ lɐʔ˩˨ mi˨˩˧
豁边	huɐʔ˥ pi˥˧
豁邊	huɐʔ˥ pi˥˧
豆板	dœʏ˨˩˧ pɛ˧˥
豆板酱	dœʏ˨˩˧ pɛ˧˥ ʨiã˦˦
豆板醬	dœʏ˨˩˧ pɛ˧˥ ʨiã˦˦
豆荚干	dœʏ˨˩˧ ʨiɐʔ˥ ki˥˧
豆荚鲓	dœʏ˨˩˧ ʨiɐʔ˥ kʰɔ˦˦
豆莢幹	dœʏ˨˩˧ ʨiɐʔ˥ ki˥˧
豆莢鮳	dœʏ˨˩˧ ʨiɐʔ˥ kʰɔ˦˦
豆豉酱	dœʏ˨˩˧ zɿ˨˩˧ ʨiã˦˦
豆豉醬	dœʏ˨˩˧ zɿ˨˩˧ ʨiã˦˦
豆酥糖	dœʏ˨˩˧ su˥˧ dɔ̃˨˦
豎屋酒	zʮ˨˩˧ oʔ˥ ʨiʏ˧˥
豎長闊短	zʮ˨˩˧ ʥiã˨˦ kʰuɐʔ˥ tø˧˥
象山雞	ʥiã˨˩˧ sɛ˥˧ ʨi˧˥
象山鸡	ʥiã˨˩˧ sɛ˥˧ ʨi˧˥
象皮病	ʑiã˨˩˧ bi˨˦ biŋ˨˩˧
豪𢜶	ɦɔ˨˦ sɔ˦˦
豬娘	ʦʮ˧˥ ȵiã˨˦
豬廄	ʦʮ˧˥ ʥi˨˩˧
豬廄間	ʦʮ˧˥ ʥi˨˩˧ kɛ˧˥
豬槽	ʦʮ˧˥ zɔ˨˦
豬油湯糰	ʦʮ˧˥ ɦiʏ˨˦ tʰɔ̃˥˧ dø˨˦
豬泥	ʦʮ˧˥ ȵi˨˦
豺狗	za˨˦ kœʏ˧˥
貝母地菜	pɐɪ˥˧ mœʏ˨˩˧ di˨˩˧ ʦʰe˦˦
財百萬	ʣe˨˦ pɐʔ˥ vɛ˨˩˧
貤	ɦi˨˩˧
貨	həu˦˦
貨場	həu˦˦ ʥiã˨˩˧
貪	tʰɐɪ˥˧
貪嘴落夜	tʰɐɪ˥˧ ʦʮ˧˥ loʔ˩˨ ɦia˨˩˧
貪肚下門	tʰɐɪ˥˧ du˨˩˧ ɦo˨˩˧ məŋ˨˦
貰器店	sʮ˥˧ ʨʰi˦˦ ti˦˦
貴上	ʨy˦˦ zɔ̃˨˩˧
買㾹病	ma˨˩˧ za˨˦ biŋ˨˩˧
買主	ma˨˩˧ ʦʮ˧˥
買着買	ma˨˩˧ ʣoʔ˩˨ ma˨˩˧
貼	tʰɐʔ˥
貼水	tʰiɐʔ˥ sʮ˧˥
貼當中	tʰiɐʔ˥ tɔ̃˥˧ ʦoŋ˥˧
貼皮	tʰiɐʔ˥ bi˨˦
貼紕	tʰiɐʔ˥ bi˨˦
貼色一樣	tʰiɐʔ˥ sɐʔ˥ iɪʔ˥ ɦiã˨˩˧
貼色做樣	tʰiɐʔ˥ sɐʔ˥ ʦəu˦˦ ɦiã˨˩˧
貼色做號	tʰiɐʔ˥ sɐʔ˥ ʦəu˦˦ ɦɔ˨˩˧
貼色無離	tʰiɐʔ˥ sɐʔ˥ vu˨˦ li˨˦
貼色葫蘆	tʰiɐʔ˥ sɐʔ˥ ɦu˨˦ lu˨˦
貼袋	tʰiɐʔ˥ de˨˩˧
貼襪底	tʰɐʔ˥ mɐʔ˩˨ ti˧˥
貼隔壁	tʰiɐʔ˥ kɐʔ˥ piɪʔ˥
賅人家	ke˥˧ ȵiŋ˨˦ ko˥˧
資格	ʦɿ˥˧ kɐʔ˥
賊	zɐʔ˩˨
賊偷貨	zɐʔ˩˨ tʰœʏ˥˧ həu˦˦
賊偷货	zɐʔ˩˨ tʰœʏ˥˧ həu˦˦
賊出關門	zɐʔ˩˨ ʦʰʮœʔ˥ kuɛ˥˧ məŋ˨˦
賊刮斯老	zɐʔ˩˨ kuɐʔ˥ sɿ˥˧ lɔ˨˩˧
賊刮老	zɐʔ˩˨ kuɐʔ˥ lɔ˨˩˧
賊勒兒子	zɐʔ˩˨ lɐʔ˩˨ ŋ̩˨˦ ʦɿ˧˥
賊勿偷	zɐʔ˩˨ vɐʔ˩˨ tʰœʏ˥˧
賊勿貪	zɐʔ˩˨ vɐʔ˩˨ tʰɐɪ˥˧
賊嘸狗樣	zɐʔ˩˨ ʔm̩˦˦ kœʏ˧˥ ɦiã˨˩˧
賊坯	zɐʔ˩˨ pʰɐɪ˥˧
賊窩家	zɐʔ˩˨ əu˥˧ ko˥˧
賊笨	zɐʔ˩˨ bəŋ˨˩˧
賊老	zɐʔ˩˨ lɔ˨˩˧
賊腔	zɐʔ˩˨ ʨʰiã˥˧
賊臭	zɐʔ˩˨ ʨʰiʏ˦˦
賊苦	zɐʔ˩˨ kʰu˧˥
賊鈍	zɐʔ˩˨ dəŋ˨˩˧
賊頭狗腦	zɐʔ˩˨ dœʏ˨˦ kœʏ˧˥ nɔ˨˩˧
賊骨頭	zɐʔ˩˨ kuɐʔ˥ dœʏ˨˦
賣爹賣娘	ma˨˩˧ tia˥˧ ma˨˩˧ ȵiã˨˦
賣相	ma˨˩˧ ɕiã˦˦
賣野人頭	ma˨˩˧ ɦia˨˩˧ ȵiŋ˨˦ dœʏ˨˦
賭坯	tu˧˥ pʰɐɪ˥˧
賭東道	tu˧˥ toŋ˥˧ dɔ˨˩˧
賭鬼	tu˧˥ ʨy˧˥
賴三	la˨˩˧ sɛ˥˧
賴孵	la˨˩˧ bu˨˩˧
賴孵草雞	la˨˩˧ bu˨˩˧ ʦʰɔ˧˥ ʨi˧˥
賴孵雞	la˨˩˧ bu˨˩˧ ʨi˧˥
賴孵雞娘	la˨˩˧ bu˨˩˧ ʨi˧˥ ȵiã˨˦
賴學	la˨˩˧ ɦoʔ˩˨
賴學坯	la˨˩˧ ɦoʔ˩˨ pʰɐɪ˥˧
賴學精	la˨˩˧ ɦoʔ˩˨ ʨiŋ˥˧
賴屙皮	la˨˩˧ əu˦˦ bi˨˦
賴皮	la˨˩˧ bi˨˦
賴臭皮	la˨˩˧ ʨʰiʏ˦˦ bi˨˦
賴花頭	la˨˩˧ huo˦˦ dœʏ˨˦
賺	ʣɛ˨˩˧
賺頭	ʣɛ˨˩˧ dœʏ˨˦
賽過	se˦˦ kʰəu˦˦
贏喫輸賴	ɦiŋ˨˦ ʨʰyoʔ˥ sʮ˥˧ la˨˩˧
贝母地菜	pɐɪ˥˧ mœʏ˨˩˧ di˨˩˧ ʦʰe˦˦
财百万	ʣe˨˦ pɐʔ˥ vɛ˨˩˧
败子	ba˨˩˧ ʦɿ˧˥
败家精	ba˨˩˧ ko˥˧ ʨiŋ˥˧
败门枋	ba˨˩˧ məŋ˨˦ fɔ̃˥˧
货	həu˦˦
货场	həu˦˦ ʥiã˨˩˧
贪	tʰɐɪ˥˧
贪嘴落夜	tʰɐɪ˥˧ ʦʮ˧˥ loʔ˩˨ ɦia˨˩˧
贪肚下门	tʰɐɪ˥˧ du˨˩˧ ɦo˨˩˧ məŋ˨˦
贳器店	sʮ˥˧ ʨʰi˦˦ ti˦˦
贴	tʰɐʔ˥
贴当中	tʰiɐʔ˥ tɔ̃˥˧ ʦoŋ˥˧
贴水	tʰiɐʔ˥ sʮ˧˥
贴皮	tʰiɐʔ˥ bi˨˦
贴纰	tʰiɐʔ˥ bi˨˦
贴色一样	tʰiɐʔ˥ sɐʔ˥ iɪʔ˥ ɦiã˨˩˧
贴色做号	tʰiɐʔ˥ sɐʔ˥ ʦəu˦˦ ɦɔ˨˩˧
贴色做样	tʰiɐʔ˥ sɐʔ˥ ʦəu˦˦ ɦiã˨˩˧
贴色无离	tʰiɐʔ˥ sɐʔ˥ vu˨˦ li˨˦
贴色葫芦	tʰiɐʔ˥ sɐʔ˥ ɦu˨˦ lu˨˦
贴袋	tʰiɐʔ˥ de˨˩˧
贴袜底	tʰɐʔ˥ mɐʔ˩˨ ti˧˥
贴隔壁	tʰiɐʔ˥ kɐʔ˥ piɪʔ˥
贵上	ʨy˦˦ zɔ̃˨˩˧
贼	zɐʔ˩˨
贼出关门	zɐʔ˩˨ ʦʰʮœʔ˥ kuɛ˥˧ məŋ˨˦
贼刮斯老	zɐʔ˩˨ kuɐʔ˥ sɿ˥˧ lɔ˨˩˧
贼刮老	zɐʔ˩˨ kuɐʔ˥ lɔ˨˩˧
贼勒儿子	zɐʔ˩˨ lɐʔ˩˨ ŋ̩˨˦ ʦɿ˧˥
贼勿偷	zɐʔ˩˨ vɐʔ˩˨ tʰœʏ˥˧
贼勿贪	zɐʔ˩˨ vɐʔ˩˨ tʰɐɪ˥˧
贼呒狗样	zɐʔ˩˨ ʔm̩˦˦ kœʏ˧˥ ɦiã˨˩˧
贼坯	zɐʔ˩˨ pʰɐɪ˥˧
贼头狗脑	zɐʔ˩˨ dœʏ˨˦ kœʏ˧˥ nɔ˨˩˧
贼窝家	zɐʔ˩˨ əu˥˧ ko˥˧
贼笨	zɐʔ˩˨ bəŋ˨˩˧
贼老	zɐʔ˩˨ lɔ˨˩˧
贼腔	zɐʔ˩˨ ʨʰiã˥˧
贼臭	zɐʔ˩˨ ʨʰiʏ˦˦
贼苦	zɐʔ˩˨ kʰu˧˥
贼钝	zɐʔ˩˨ dəŋ˨˩˧
贼骨头	zɐʔ˩˨ kuɐʔ˥ dœʏ˨˦
资格	ʦɿ˥˧ kɐʔ˥
赅人家	ke˥˧ ȵiŋ˨˦ ko˥˧
赌东道	tu˧˥ toŋ˥˧ dɔ˨˩˧
赌坯	tu˧˥ pʰɐɪ˥˧
赌鬼	tu˧˥ ʨy˧˥
赖三	la˨˩˧ sɛ˥˧
赖学	la˨˩˧ ɦoʔ˩˨
赖学坯	la˨˩˧ ɦoʔ˩˨ pʰɐɪ˥˧
赖学精	la˨˩˧ ɦoʔ˩˨ ʨiŋ˥˧
赖孵	la˨˩˧ bu˨˩˧
赖孵草鸡	la˨˩˧ bu˨˩˧ ʦʰɔ˧˥ ʨi˧˥
赖孵鸡	la˨˩˧ bu˨˩˧ ʨi˧˥
赖孵鸡娘	la˨˩˧ bu˨˩˧ ʨi˧˥ ȵiã˨˦
赖屙皮	la˨˩˧ əu˦˦ bi˨˦
赖皮	la˨˩˧ bi˨˦
赖臭皮	la˨˩˧ ʨʰiʏ˦˦ bi˨˦
赖花头	la˨˩˧ huo˦˦ dœʏ˨˦
赚	ʣɛ˨˩˧
赚头	ʣɛ˨˩˧ dœʏ˨˦
赛过	se˦˦ kʰəu˦˦
赢吃输赖	ɦiŋ˨˦ ʨʰyoʔ˥ sʮ˥˧ la˨˩˧
赤泡茶	ʨʰiɪʔ˥ pʰɔ˦˦ ʣo˨˦
赤豆	ʦʰɐʔ˥ dœʏ˨˩˧
走	ʦœʏ˧˥
走人家	ʦœʏ˧˥ ȵiŋ˨˦ ko˥˧
走出該	ʦœʏ˧˥ ʦʰʮœʔ˥ ke˥˧
走出该	ʦœʏ˧˥ ʦʰʮœʔ˥ ke˥˧
走油肉	ʦœʏ˧˥ ɦiʏ˨˦ ȵyoʔ˩˨
走空埭	ʦœʏ˧˥ kʰoŋ˦˦ da˨˦
走路	ʦœʏ˧˥ lu˨˩˧
走阳	ʦœʏ˧˥ ɦiã˨˦
走陽	ʦœʏ˧˥ ɦiã˨˦
赶出	ki˧˥ ʦʰʮœʔ˥
赶水	ki˧˥ sʮ˧˥
赶进	ki˧˥ ʨiŋ˦˦
赶骚雄鸡	ki˧˥ sɔ˥˧ ɦyoŋ˨˦ ʨi˧˥
起头	ʨʰi˧˥ dœʏ˨˦
起头落脚	ʨʰi˧˥ dœʏ˨˦ loʔ˩˨ ʨiɐʔ˥
起家	ʨʰi˧˥ ko˥˧
起屋	ʨʰi˧˥ oʔ˥
起早落夜	ʨʰi˧˥ ʦɔ˧˥ loʔ˩˨ ɦia˨˩˧
起早落晏	ʨʰi˧˥ ʦɔ˧˥ loʔ˩˨ ɛ˦˦
起沙	ʨʰi˧˥ so˦˦
起燥	ʨʰi˧˥ sɔ˦˦
起脚	ʨʰi˧˥ ʨiɐʔ˥
起腳	ʨʰi˧˥ ʨiɐʔ˥
起血性	ʨʰi˧˥ ɕyəʔ˥ ɕiŋ˦˦
起貨	ʨʰi˧˥ həu˦˦
起货	ʨʰi˧˥ həu˦˦
起頭	ʨʰi˧˥ dœʏ˨˦
起頭落腳	ʨʰi˧˥ dœʏ˨˦ loʔ˩˨ ʨiɐʔ˥
起黑心	ʨʰi˧˥ hɐʔ˥ ɕiŋ˥˧
趄	ʨʰia˧˥
超	ʨʰio˥˧
趕出	ki˧˥ ʦʰʮœʔ˥
趕水	ki˧˥ sʮ˧˥
趕進	ki˧˥ ʨiŋ˦˦
趕騷雄雞	ki˧˥ sɔ˥˧ ɦyoŋ˨˦ ʨi˧˥
趞趞	ʨʰiɪʔ˥ ʨʰiɪʔ˥
趣向	ʦʰʮ˦˦ ɕiã˦˦
趣相	ʦʰʮ˦˦ ɕiã˦˦
趤	dã˨˩˧
趤亨	dã˨˩˧ hã˥˧
趤出	dã˨˩˧ ʦʰʮœʔ˥
趪趪	guã˨˩˧ guã˨˩˧
趬趬	ʨʰio˥˧ ʨʰio˥˧
趱	ʦɛ˧˥
趱预支	ʦɛ˧˥ ɦy˨˩˧ ʦɿ˥˧
趲	ʦɛ˧˥
趲預支	ʦɛ˧˥ ɦy˨˩˧ ʦɿ˥˧
足	ʦoʔ˥
足心	ʦoʔ˥ ɕiŋ˥˧
足輸贏	ʦoʔ˥ sʮ˥˧ ɦiŋ˨˦
足输赢	ʦoʔ˥ sʮ˥˧ ɦiŋ˨˦
趸注	təŋ˧˥ ʦʮ˦˦
跌倒势讲	tiɪʔ˥ tɔ˧˥ sʮ˦˦ kɔ̃˧˥
跌倒勢講	tiɪʔ˥ tɔ˧˥ sʮ˦˦ kɔ̃˧˥
跌倒当礼拜	tiɪʔ˥ tɔ˧˥ tɔ̃˥˧ li˨˩˧ pa˦˦
跌倒當禮拜	tiɪʔ˥ tɔ˧˥ tɔ̃˥˧ li˨˩˧ pa˦˦
跌落	tiɪʔ˥ loʔ˩˨
跌落馬	tiɪʔ˥ loʔ˩˨ mo˨˩˧
跌落马	tiɪʔ˥ loʔ˩˨ mo˨˩˧
跍	gu˨˦
跍倒	gu˨˦ tɔ˧˥
跑鞋	bɔ˨˦ ɦa˨˦
跔	gœʏ˨˩˧
跔头缩颈	gœʏ˨˩˧ dœʏ˨˦ soʔ˥ ʨiŋ˧˥
跔頭縮頸	gœʏ˨˩˧ dœʏ˨˦ soʔ˥ ʨiŋ˧˥
跟	kəŋ˥˧
跟吃屁	kəŋ˥˧ ʨʰyoʔ˥ pʰi˦˦
跟喫屁	kəŋ˥˧ ʨʰyoʔ˥ pʰi˦˦
跟屁屙虫	kəŋ˥˧ pʰi˦˦ əu˦˦ ʣoŋ˨˦
跟屁屙蟲	kəŋ˥˧ pʰi˦˦ əu˦˦ ʣoŋ˨˦
跫跫	goŋ˨˩˧ goŋ˨˩˧
路差汪百裏	lu˨˩˧ ʦʰo˦˦ uɔ̃˥˧ pɐʔ˥ li˨˩˧
路差汪百里	lu˨˩˧ ʦʰo˦˦ uɔ̃˥˧ pɐʔ˥ li˨˩˧
路差絞七八	lu˨˩˧ ʦʰo˦˦ gɔ˨˩˧ ʨʰiɪʔ˥ pɐʔ˥
路差绞七八	lu˨˩˧ ʦʰo˦˦ gɔ˨˩˧ ʨʰiɪʔ˥ pɐʔ˥
路梯	lu˨˩˧ tʰe˥˧
路梯棚头	lu˨˩˧ tʰe˥˧ bã˨˦ dœʏ˨˦
路梯棚頭	lu˨˩˧ tʰe˥˧ bã˨˦ dœʏ˨˦
路菜	lu˨˩˧ ʦʰe˦˦
路街裏	lu˨˩˧ ka˥˧ li˨˩˧
路街里	lu˨˩˧ ka˥˧ li˨˩˧
路裏	lu˨˩˧ li˨˩˧
路里	lu˨˩˧ li˨˩˧
路高头	lu˨˩˧ kɔ˥˧ dœʏ˨˦
路高頭	lu˨˩˧ kɔ˥˧ dœʏ˨˦
跳	tʰio˦˦
跳上	tʰio˦˦ zɔ̃˨˩˧
跳勿落	tʰio˦˦ vɐʔ˩˨ loʔ˩˨
跳落	tʰio˦˦ loʔ˩˨
跳谷麻将	tʰio˦˦ koʔ˥ mo˨˦ ʨiã˥˧
跳谷麻將	tʰio˦˦ koʔ˥ mo˨˦ ʨiã˥˧
跳長繩	tʰio˦˦ ʥiã˨˦ ʑiŋ˨˦
跳长绳	tʰio˦˦ ʥiã˨˦ ʑiŋ˨˦
跷脚	ʨʰio˦˦ ʨiɐʔ˥
跺	tʰo˧˥
跺底	tʰo˧˥ ti˧˥
踉䠀	lɔ̃˨˦ tʰɔ̃˦˦
踏	dɐʔ˩˨
踏床	dɐʔ˩˨ zɔ̃˨˦
踏牀	dɐʔ˩˨ zɔ̃˨˦
踏脚	dɐʔ˩˨ ʨiɐʔ˥
踏脚车	dɐʔ˩˨ ʨiɐʔ˥ ʦʰo˥˧
踏腳	dɐʔ˩˨ ʨiɐʔ˥
踏腳車	dɐʔ˩˨ ʨiɐʔ˥ ʦʰo˥˧
踢燕子	tʰiɪʔ˥ i˦˦ ʦɿ˧˥
踢脚线	tʰiɪʔ˥ ʨiɐʔ˥ ɕi˦˦
踢脚𢲔手	tʰiɪʔ˥ ʨiɐʔ˥ pɛ˦˦ ɕiʏ˧˥
踢腳線	tʰiɪʔ˥ ʨiɐʔ˥ ɕi˦˦
踢腳𢲔手	tʰiɪʔ˥ ʨiɐʔ˥ pɛ˦˦ ɕiʏ˧˥
踮脚	ti˦˦ ʨiɐʔ˥
踮腳	ti˦˦ ʨiɐʔ˥
蹁	bi˨˦
蹁倒	bi˨˦ tɔ˧˥
蹄髈	di˨˦ pʰɔ̃˦˦
蹊跷	ʨʰi˥˧ ʨʰio˦˦
蹊蹺	ʨʰi˥˧ ʨʰio˦˦
蹩	biɪʔ˩˨
蹱	ʦʰoŋ˦˦
蹱去	ʦʰoŋ˦˦ ʨʰi˦˦
蹺腳	ʨʰio˦˦ ʨiɐʔ˥
蹽	lio˨˦
蹽河隔水	lio˨˦ ɦəu˨˦ kɐʔ˥ sʮ˧˥
蹽远隔水	lio˨˦ ɦy˨˩˧ kɐʔ˥ sʮ˧˥
蹽遠隔水	lio˨˦ ɦy˨˩˧ kɐʔ˥ sʮ˧˥
蹿头	ʦʰʏ˦˦ dœʏ˨˦
躁	ʦʰɔ˦˦
躉注	təŋ˧˥ ʦʮ˦˦
躥頭	ʦʰʏ˦˦ dœʏ˨˦
身关	ɕiŋ˥˧ kuɛ˥˧
身条	ɕiŋ˥˧ dio˨˦
身架	ɕiŋ˥˧ ko˦˦
身條	ɕiŋ˥˧ dio˨˦
身關	ɕiŋ˥˧ kuɛ˥˧
躲	to˧˥
車	ʦʰʏ˥˧
車頭	ʦʰo˥˧ dœʏ˨˦
軋	gɐʔ˩˨
軋一腳	gɐʔ˩˨ iɪʔ˥ ʨiɐʔ˥
軋出	gɐʔ˩˨ ʦʰʮœʔ˥
軋出鐋鑼	gɐʔ˩˨ ʦʰʮœʔ˥ tʰã˦˦ ləu˨˦
軋刀	gɐʔ˩˨ tɔ˧˥
軋叉	gɐʔ˩˨ ʦʰa˥˧
軋立軋煞	gɐʔ˩˨ li˨˩˧ gɐʔ˩˨ sɐʔ˥
軋賬	gɐʔ˩˨ ʨiã˦˦
軋軋煞煞	gɐʔ˩˨ gɐʔ˩˨ sɐʔ˥ sɐʔ˥
軋迾門	gɐʔ˩˨ lɐʔ˩˨ məŋ˨˦
軋進	gɐʔ˩˨ ʨiŋ˦˦
軋道	gɐʔ˩˨ dɔ˨˩˧
軋鉗	gɐʔ˩˨ ʥi˨˦
軋開	gɐʔ˩˨ kʰe˥˧
軋頭	gɐʔ˩˨ dœʏ˨˦
軒	ɕi˥˧
軟口湯	ȵy˨˩˧ kʰœʏ˧˥ tʰɔ̃˥˧
軟塌塌	ȵy˨˩˧ tʰɐʔ˥ tʰɐʔ˥
軟塌皮	ȵy˨˩˧ tʰɐʔ˥ bi˨˦
軟宕宕	ȵy˨˩˧ tʰã˦˦ tʰã˦˦
軟柴	ȵy˨˩˧ za˨˦
軟泛泛	ȵy˨˩˧ fɛ˦˦ fɛ˦˦
軟相	ȵy˨˩˧ ɕiã˦˦
軟菜	ȵy˨˩˧ ʦʰe˦˦
輕可	ʨʰiŋ˥˧ kʰəu˧˥
輕泛	ʨʰiŋ˥˧ fɛ˦˦
輕省	ʨʰiŋ˥˧ sã˧˥
輕腳泛手	ʨʰiŋ˥˧ ʨiɐʔ˥ fɛ˦˦ ɕiʏ˧˥
輕輕個	ʨʰiŋ˥˧ ʨʰiŋ˥˧ kəu˦˦
輕輕叫	ʨʰiŋ˥˧ ʨʰiŋ˥˧ ʨio˦˦
輕骨頭	ʨʰiŋ˥˧ kuɐʔ˥ dœʏ˨˦
輪盤	ləŋ˨˦ bũ˨˦
輪轉太婆	ləŋ˨˦ ʦʏ˧˥ tʰa˦˦ bəu˨˦
轉	ʦʏ˧˥
轉側	ʦʏ˧˥ ʦɐʔ˥
轉漿	ʦʏ˧˥ ʨiã˥˧
轉色	ʦʏ˧˥ sɐʔ˥
车	ʦʰʏ˥˧
车头	ʦʰo˥˧ dœʏ˨˦
轧	gɐʔ˩˨
轧一脚	gɐʔ˩˨ iɪʔ˥ ʨiɐʔ˥
轧出	gɐʔ˩˨ ʦʰʮœʔ˥
轧出铴锣	gɐʔ˩˨ ʦʰʮœʔ˥ tʰã˦˦ ləu˨˦
轧刀	gɐʔ˩˨ tɔ˧˥
轧叉	gɐʔ˩˨ ʦʰa˥˧
轧头	gɐʔ˩˨ dœʏ˨˦
轧开	gɐʔ˩˨ kʰe˥˧
轧立轧煞	gɐʔ˩˨ li˨˩˧ gɐʔ˩˨ sɐʔ˥
轧账	gɐʔ˩˨ ʨiã˦˦
轧轧煞煞	gɐʔ˩˨ gɐʔ˩˨ sɐʔ˥ sɐʔ˥
轧进	gɐʔ˩˨ ʨiŋ˦˦
轧迾门	gɐʔ˩˨ lɐʔ˩˨ məŋ˨˦
轧道	gɐʔ˩˨ dɔ˨˩˧
轧钳	gɐʔ˩˨ ʥi˨˦
轩	ɕi˥˧
转	ʦʏ˧˥
转侧	ʦʏ˧˥ ʦɐʔ˥
转浆	ʦʏ˧˥ ʨiã˥˧
转色	ʦʏ˧˥ sɐʔ˥
轮盘	ləŋ˨˦ bũ˨˦
轮转太婆	ləŋ˨˦ ʦʏ˧˥ tʰa˦˦ bəu˨˦
软口汤	ȵy˨˩˧ kʰœʏ˧˥ tʰɔ̃˥˧
软塌塌	ȵy˨˩˧ tʰɐʔ˥ tʰɐʔ˥
软塌皮	ȵy˨˩˧ tʰɐʔ˥ bi˨˦
