㪕	ʨʰiɑʔ˥$
駛	sɿ˧˧˦$
駝	dʌɤ˨˨˧$
駭	ɦæ˧˩$
駱	lɔʔ˧˦$
騎	ʥi˨˨˧$
騙	pʰiɪ̃˥˩$
騰	dᴇŋ˨˨˧$
騲	ʦʰɒ˧˧˦$
騷	sɒ˦˧˧$
騾	lʌɤ˨˨˧$
驅	ʨʰy˦˧˧$
驕	ʨiɒ˦˧˧$
驗	ȵiɪ̃˧˩$
驚	ʨiŋ˦˧˧$
驟	ʣiøʏ˧˩$
驢	lu˨˨˧$
马	mo˧˧˦$
驮	dʌɤ˨˨˧$
驰	ʣɿ˨˨˧$
驱	ʨʰy˦˧˧$
驳	pɔʔ˥$
驴	lu˨˨˧$
驶	sɿ˧˧˦$
驹	ʨy˦˧˧$
驻	ʨy˥˩$
驼	dʌɤ˨˨˧$
驾	ʨiɑ˥˩$
骂	mo˧˩$
骄	ʨiɒ˦˧˧$
骆	lɔʔ˧˦$
骇	ɦæ˧˩$
验	ȵiɪ̃˧˩$
骑	ʥi˨˨˧$
骗	pʰiɪ̃˥˩$
骚	sɒ˦˧˧$
骡	lʌɤ˨˨˧$
骤	ʣiøʏ˧˩$
骨	kuəʔ˥$
骯	ɑŋ˦˧˧$
髒	ʦɑŋ˦˧˧$
髓	se˧˧˦$
體	tʰi˧˧˦$
高	kɒ˦˧˧$
髪	fɑʔ˥$
髻	ʨi˥˩$
鬃	ʦoŋ˦˧˧$
鬆	soŋ˦˧˧$
鬓	piŋ˥˩$
鬚	su˦˧˧$
鬢	piŋ˥˩$
鬥	tøʏ˥˩$
鬧	nɒ˧˩$
鬮	ʨiøʏ˦˧˧$
鬼	kue˧˧˦$
魁	kue˦˧˧$
魂	ɦuᴇŋ˨˨˧$
魄	pʰɔʔ˥$
魇	iɪ̃˧˧˦$
魏	ɦue˧˩$
魔	mʌɤ˨˨˧$
魘	iɪ̃˧˧˦$
魚	ɦy˨˨˧$
魯	lu˧˧˦$
鮎	ȵiɪ̃˨˨˧$
鮑	pɒ˧˩$
鮮	siɪ̃˧˧˦$
鯉	li˧˧˦$
鯨	ʨʰiŋ˦˧˧$
鯽	ʦiɪʔ˥$
鰓	sæ˦˧˧$
鰣	zɿ˨˨˧$
鰥	kuæ̃˦˧˧$
鰭	ʥi˨˨˧$
鰾	biɒ˨˨˧$
鱉	piɪʔ˥$
鱖	kue˥˩$
鱗	liŋ˨˨˧$
鱼	ɦy˨˨˧$
鲁	lu˧˧˦$
鲇	ȵiɪ̃˨˨˧$
鲍	pɒ˧˩$
鲜	siɪ̃˧˧˦$
鲤	li˧˧˦$
鲥	zɿ˨˨˧$
鲫	ʦiɪʔ˥$
鲸	ʨʰiŋ˦˧˧$
鳃	sæ˦˧˧$
鳍	ʥi˨˨˧$
鳏	kuæ̃˦˧˧$
鳔	biɒ˨˨˧$
鳖	piɪʔ˥$
鳜	kue˥˩$
鳞	liŋ˨˨˧$
鳥	tiɒ˧˧˦$
鳩	ʨiøʏ˦˧˧$
鳳	voŋ˧˩$
鳴	miŋ˨˨˧$
鴉	iɑ˦˧˧$
鴨	ɑʔ˥$
鴻	ɦoŋ˨˨˧$
鴿	kuəʔ˥$
鵝	ŋʌɤ˨˨˧$
鵡	fu˧˧˦$
鵮	kʰæ̃˦˧˧$
鵲	ʦʰiɑʔ˥$
鶯	iŋ˦˧˧$
鶴	ɦɔʔ˧˦$
鷂	ɦiɒ˧˩$
鷹	iŋ˦˧˧$
鷺	lu˧˩$
鸕	lu˨˨˧$
鸚	iŋ˦˧˧$
鸞	lɯ̃˨˨˧$
鸟	tiɒ˧˧˦$
鸠	ʨiøʏ˦˧˧$
鸡	ʨi˦˧˧$
鸣	miŋ˨˨˧$
鸦	iɑ˦˧˧$
鸬	lu˨˨˧$
鸭	ɑʔ˥$
鸽	kuəʔ˥$
鸾	lɯ̃˨˨˧$
鸿	ɦoŋ˨˨˧$
鹅	ŋʌɤ˨˨˧$
鹉	fu˧˧˦$
鹊	ʦʰiɑʔ˥$
鹞	ɦiɒ˧˩$
鹤	ɦɔʔ˧˦$
鹦	iŋ˦˧˧$
鹭	lu˧˩$
鹰	iŋ˦˧˧$
鹵	lu˧˧˦$
鹹	ɦæ̃˨˨˧$
鹽	ɦiɪ̃˨˨˧$
鹿	lɔʔ˧˦$
麅	bɒ˨˨˧$
麗	li˧˩$
麝	ʑiɑ˧˩$
麥	mɔʔ˧˦$
麦	mɔʔ˧˦$
麩	fu˦˧˧$
麯	ʨʰyɔʔ˥$
麸	fu˦˧˧$
麺	miɪ̃˧˩$
麻	mo˨˨˧$
麾	hue˦˧˧$
黃	ɦuɑŋ˨˨˧$
黄	ɦuɑŋ˨˨˧$
黍	ɕy˧˧˦$
黎	li˨˨˧$
黏	ȵiɪ̃˨˨˧$
黑	həʔ˥$
默	mɔʔ˧˦$
點	tiɪ̃˧˧˦$
黢	ʦʰiɪʔ˥$
黨	tɑŋ˧˧˦$
黴	me˨˨˧$
鼎	tiŋ˧˧˦$
鼓	ku˧˧˦$
鼠	ʨʰy˧˧˦$
鼬	iøʏ˥˩$
鼻	biɪʔ˧˦$
鼾	kʰɯ̃˦˧˧$
齊	zi˨˨˧$
齐	zi˨˨˧$
齒	ʦʰɿ˧˧˦$
齿	ʦʰɿ˧˧˦$
龍	loŋ˨˨˧$
龐	bɑŋ˨˨˧$
龕	kʰɯ̃˦˧˧$
龙	loŋ˨˨˧$
龛	kʰɯ̃˦˧˧$
龜	kue˦˧˧$
龟	kue˦˧˧$
𡋯	bəʔ˧˦$
𦚢	yɑ˦˧˧$
