㑃	æ˥˨˧
油搨	ɦiʏ˩˧ tʰaʔ˨
油条	ɦiʏ˩˧ diæ˧
油條	ɦiʏ˩˧ diæ˧
油水	ɦiʏ˨˨˧ sɥ˧
油氽果玉	ɦiʏ˨˨˧ tʰən˧ kəu˧ ȵioʔ˨
油氽肉皮	ɦiʏ˨˨˧ tʰən˧ ȵioʔ˨ bi˨˩
油灰	ɦiʏ˨˨˧ huᴇ˨˩
油灰節掐	ɦiʏ˨˨˧ huᴇ˥ ʦiəʔ˦˧ kʰaʔ˦˧
油灰节掐	ɦiʏ˨˨˧ huᴇ˥ ʦiəʔ˦˧ kʰaʔ˦˧
油炸桧	ɦiʏ˨˨˧ zaʔ˨ kuᴇ˨˩
油炸檜	ɦiʏ˨˨˧ zaʔ˨ kuᴇ˨˩
油爆虾	ɦiʏ˨˨˧ pæ˧ ho˨˩
油爆蝦	ɦiʏ˨˨˧ pæ˧ ho˨˩
油盏	ɦiʏ˨˨˧ ʦᴇ˨˩
油盏火	ɦiʏ˩˧ ʦᴇ˧ həu˨˩
油盞	ɦiʏ˨˨˧ ʦᴇ˨˩
油盞火	ɦiʏ˩˧ ʦᴇ˧ həu˨˩
油紙傘	ɦiʏ˨˨˧ ʦɿ˧ sᴇ˨˩
油纸伞	ɦiʏ˨˨˧ ʦɿ˧ sᴇ˨˩
油腔滑調	ɦiʏ˨˨˧ ʨʰiɑ̃˧ ɦuaʔ˨ diæ˨˩
油腔滑调	ɦiʏ˨˨˧ ʨʰiɑ̃˧ ɦuaʔ˨ diæ˨˩
油豆腐	ɦiʏ˨˨˧ dʏ˧ vu˨˩
油車	ɦiʏ˨˨˧ ʦʰo˧
油车	ɦiʏ˨˨˧ ʦʰo˧
油酱蟹	ɦiʏ˨˨˧ ʦiã˧ hɑ˨˩
油醬蟹	ɦiʏ˨˨˧ ʦiã˧ hɑ˨˩
油面榻	ɦiʏ˨˨˧ miɪ˧ tʰaʔ˨
油面筋	ɦiʏ˨˨˧ miɪ˧ ʨin˨˩
油麵榻	ɦiʏ˨˨˧ miɪ˧ tʰaʔ˨
油麵筋	ɦiʏ˨˨˧ miɪ˧ ʨin˨˩
治	zʮ˨˧˩
沼	ʦæ˥˩
沽	kəu˦
沾	ʦø˦
沿	ɦi˨˨˧
沿仔	ɦiɪ˨˨˧ ʦɿ
沿底条	“ɦiɪ˩˧ ti˧ diæ˨˩
沿底條	“ɦiɪ˩˧ ti˧ diæ˨˩
沿条	ɦiɪ˨˨˧ diæ˧
沿條	ɦiɪ˨˨˧ diæ˧
況	huɑ̃˥˨˧
泂	ʨioŋ˥˩
泄	siəʔ˦˧
泅	zøʏ˨˨˧
泉	zi˨˨˧
泉水	ziɪ˨˨˧ sʮ˨˩
泉眼	ziɪ˨˨˧ ŋᴇ˧
泊	pʰɑʔ˦˧
泌	pi˥˨˧
泐	ləʔ˦˧
泓	ɦoŋ˨˨˧
泔	kø˦
法	faʔ˦˧
法国人	faʔ˦˧ kuəʔ˦˧ ȵin˧
法国帽	faʔ˦˧ kuəʔ˦˧ mæ˧˩
法国梧桐	faʔ˦˧ kuəʔ˦˧ ŋəu˧ doŋ˨˩
法國人	faʔ˦˧ kuəʔ˦˧ ȵin˧
法國帽	faʔ˦˧ kuəʔ˦˧ mæ˧˩
法國梧桐	faʔ˦˧ kuəʔ˦˧ ŋəu˧ doŋ˨˩
泗	sɿ˥˨˧
泛	fᴇ˥˨˧
泞	ȵin˨˨˧
泠	lin˨˨˧
泡	pʰæ˥˨˧
泡桐	pʰæ˥˨˧ doŋ˨˩
泡水	pʰæ˥ sɥ˨˩
泡汤	pʰæ˥˩ tʰɑ̃˥
泡泡糖	pʰæ˥ pʰæ˥ dɑ̃˨˩
泡泡魚	pʰæ˥ pʰæ˨˩ ŋ̍˨˩
泡泡鱼	pʰæ˥ pʰæ˨˩ ŋ̍˨˩
泡湯	pʰæ˥˩ tʰɑ̃˥
泡粥	pʰæ˥ ʦoʔ˨
泡茶	pʰæ˥˩ zo˨˨˧
波	pu˦
泣	ʨʰiəʔ˦˧
泥	ȵiⱼ˨˨˧
泥刀	ȵi˨˨˧ tæ˨˩
泥场	ȵi˨˨˧ zã˨˩
泥場	ȵi˨˨˧ zã˨˩
泥墁頂	ȵi˨˨˧ mø˧ tin˨˩
泥墁顶	ȵi˨˨˧ mø˧ tin˨˩
泥水匠	ȵi˨˨˧ sɥ˧ ziã˨˩
泥篮	ȵi˨˨˧ lᴇ˧
泥籃	ȵi˨˨˧ lᴇ˧
泥鰍	ȵi˨˨˧ ʦʰʏ˧
泥鳅	ȵi˨˨˧ ʦʰʏ˧
注	ʦɥ˥˨˧
泪	liⱼ˨˧˩
泮	phø˥˨˧
泯	min˥˩
泰	tʰɑ˥˨˧
泱	iã˦
泳	ioŋ˥˩
泵	pã˥˨˧
泸	ləu˨˨˧
泻	siɑ˥˨˧
泻水	siɑ˥ sɥ˨˩
泼	pʰəʔ˦˧
泽	zɑʔ˨˧
泾	ʨin˦
洁	ʨiəʔ˦˧
洄	ɦuᴇ˨˨˧
洇	in˥˨˧
洇水	in˥ sɥ˨˩
洋	ɦiã˨˨˧
洋和尚	ɦiã˩˧ ɦəu˧ zɑ̃˨˩
洋夹	ɦiã˨˨˧ kaʔ˨
洋夾	ɦiã˨˨˧ kaʔ˨
洋姜	ɦiã˨˨˧ ʨiã˨˩
洋山薯	ɦiã˨˨˧ sᴇ˥ zɥ˨˩
洋布	ɦiã˨˨˧ pu˧
洋师太	ɦiã˨˨˧ sɿ˥ tʰɑ˨˩
洋師太	ɦiã˨˨˧ sɿ˥ tʰɑ˨˩
洋房	ɦiã˨˨˧ vɑ̃˨˩
洋机	ɦiã˨˨˧ ʨi˨˩
洋樟脑	ɦiã˨˨˧ ʦɑ̃˧ næ˨˩
洋樟腦	ɦiã˨˨˧ ʦɑ̃˧ næ˨˩
洋機	ɦiã˨˨˧ ʨi˨˩
洋气	ɦiã˨˨˧ ʨʰi˧
洋氣	ɦiã˨˨˧ ʨʰi˧
洋油	ɦiã˨˨˧ ɦiʏ˧
洋油手照	ɦiã˨˨˧ ɦiʏ˧ sʏ˥˩ ʦæ˨˩
洋淘淘	ɦiã˨˨˧ dæ˧ dæ˨˩
洋灯	ɦiã˨˨˧ tən˧
洋灯罩	ɦiã˨˨˧ tən˧ ʦæ˨˩
洋燈	ɦiã˨˨˧ tən˧
洋燈罩	ɦiã˨˨˧ tən˧ ʦæ˨˩
洋片	ɦiã˨˨˧ pʰiɪ˨˩
洋瓦	ɦiã˩˧ ŋo˧
洋瓷碗	ɦiã˨˨˧ zɿ˧ uø˨˩
洋画	ɦiã˨˨˧ ho˧
洋畫	ɦiã˨˨˧ ho˧
洋盆	ɦiã˨˨˧ bən˧
洋盘	ɦiã˨˨˧ bø˧
洋盤	ɦiã˨˨˧ bø˧
洋相	ɦiã˨˨˧ siã˧
洋紅	ɦiã˨˨˧ ɦoŋ˧
洋線團	ɦiã˨˨˧ siɪ˧ dø˨˩
洋红	ɦiã˨˨˧ ɦoŋ˧
洋线团	ɦiã˨˨˧ siɪ˧ dø˨˩
洋胡桃	ɦiã˨˨˧ ɦəu˧ dæ˨˩
洋芋艿	ɦiã˩˧ y˧ naʔ˨
洋葱	ɦiã˨˨˧ ʦʰoŋ˧
洋葱头	ɦiã˩˧ ʦʰoŋ˧ dʏ˨˩
洋蔥	ɦiã˨˨˧ ʦʰoŋ˧
洋蔥頭	ɦiã˩˧ ʦʰoŋ˧ dʏ˨˩
洋蜡烛	ɦiã˨˨˧ laʔ˨˧ ʦoʔ˦˧
洋蠟燭	ɦiã˨˨˧ laʔ˨˧ ʦoʔ˦˧
洋袜	ɦiã˨˨˧ maʔ˨
洋装	ɦiã˨˨˧ ʦɑ̃˧
洋装书	ɦiã˨˨˧ ʦɑ̃˧ sɥ˨˩
洋装瘪三	ɦiã˩˧ ʦɑ̃˧ piəʔ˨ sᴇ˥
洋裏洋氣	ɦiã˩˧ li˧ ɦiã˧ ʨʰi˨˩
洋裝	ɦiã˨˨˧ ʦɑ̃˧
洋裝書	ɦiã˨˨˧ ʦɑ̃˧ sɥ˨˩
洋裝癟三	ɦiã˩˧ ʦɑ̃˧ piəʔ˨ sᴇ˥
洋襪	ɦiã˨˨˧ maʔ˨
洋辣子	ɦiã˨˨˧ laʔ˨˧ ʦɿ
洋里洋气	ɦiã˩˧ li˧ ɦiã˧ ʨʰi˨˩
洋釘	ɦiã˨˨˧ tin˧
洋鈿	ɦiã˨˨˧ diɪ˧
洋鉛皮	ɦiã˨˨˧ kʰᴇ˧ bi˨˩
洋鎬	ɦiã˨˨˧ kæ˨˩
洋钉	ɦiã˨˨˧ tin˧
洋钿	ɦiã˨˨˧ diɪ˧
洋铅皮	ɦiã˨˨˧ kʰᴇ˧ bi˨˩
洋镐	ɦiã˨˨˧ kæ˨˩
洋馬桶	ɦiã˨˨˧ mo˧ doŋ˨˩
洋马桶	ɦiã˨˨˧ mo˧ doŋ˨˩
洋龍	ɦiã˩˧ lon˧
洋龙	ɦiã˩˧ lon˧
洒	sɑ˥˩
洒点子哉	sɑ˥˩ tiɪ˥˩ ʦɿ ʦᴇ
洒花	sɑ˥˩ ho˨˩
洓	sɑʔ˦˧
洗	si˥˩
洙	ʦʮ˦
洛	loʔ˨˧
洞	doŋ˨˧˩
洞庭紅	doŋ˨˨˧ din˧ ɦoŋ˨˩
洞庭红	doŋ˨˨˧ din˧ ɦoŋ˨˩
洞洞	doŋ˨˨˧ doŋ˧˩
津	sin˦
洩	siəʔ˦˧
洪	ɦoŋ˨˨˧
洪峯	ɦoŋ˨˨˧ foŋ˨˩
洪峰	ɦoŋ˨˨˧ foŋ˨˩
洪水	ɦoŋ˨˨˧ sɥ˧
洮	dæ˨˨˧
洱	əl˨˧˩
洲	ʦøʏ˦
洴	bin˨˨˧
洵	zin˨˨˧
洶	ɕioŋ˦
洸	kuɑ̃˥˩
活	ɦuəʔ˨˧
活七欠	ɦuəʔ˨˧ ʦʰiəʔ˨ ʨʰiɪ˨˩
活水	ɦuəʔ˨˧ sɥ˥˩
活結	ɦuəʔ˨˧ ʨiəʔ˦˧
活絡	ɦuəʔ˨˧ loʔ˨˧
活结	ɦuəʔ˨˧ ʨiəʔ˦˧
活络	ɦuəʔ˨˧ loʔ˨˧
活血	ɦuəʔ˨˧ ɕyəʔ˦˧
洼	o˦
洽	ɦiəʔ˨˧
派	pʰɑ˥˨˧
流	løʏ˨˨˧
流年	lʏ˨˨˧ ȵiɪ˧
流氓	lʏ˨˨˧ mɑ̃˧
流火	lʏ˨˨˧ həu˧
流珠	lʏ˨˨˧ ʦɥ˧
浃	kaʔ˦˧
浅	ʦʰi˥˩
浆	ʦiã˥
浆头	ʦiã˥ dʏ˨˩
浆板	ʦiã˥ pᴇ˨˩
浆衣裳	ʦiã˥ i˥ zɑ̃˨˩
浆麦草	ʦiã˥ mɑʔ˨˧ ʦʰæ˨˩
浇	ʨiæ˦
浇云	ɕiæ˥ ɦyən˨˨˧
浇切片	ʨiæ˥ ʦʰiəʔ˦˧ pʰiɪ˨˩
浇头	ʨiæ˥ dʏ
浇水	ʨiæ˥ sɥ˥˩
浇粪	ʨiæ˥ fən˥˨˧
浊	zoʔ˨˧
测	ʦʰəʔ˦˧
测字	ʦʰɑʔ˦˧ zɿ˨˩
测字先生	ʦʰɑʔ˥ zɿ˧ siɪ˧ sã˨˩
测验	ʦʰəʔ˦˧ ȵiɪ˨˩
济	ʦiⱼ˥˨˧
济团嘴	ʦi˥ dø˧ ʦɥ˥˩
济团牙	ʦi˥ dø˧ ŋɑ˨˩
济手	ʦi˥ sʏ˨˩
济热	ʦi˥˩ ȵiəʔ˨
济笔	ʦi˥˩ piəʔ˨
济面	ʦi˥˩ miɪ
浏	løʏ˨˨˧
浑	ɦuən˨˨˧
浑水	ɦuən˨˨˧ sɥ˨˩
浑泥水	ɦuən˨˨˧ ȵi˧ sɥ˨˩
浑淘淘	ɦuən˨˨˧ dæ˧ dæ˨˩
浑身	ɦuən˨˨˧ sən˧
浒	həu˥˩
浓	ȵioŋ˨˨˧
浓霜	ȵioŋ˨˨˧ sɑ̃˥
浔	zin˨˨˧
浙	ʦəʔ˦˧
浚	ʦin˥˨˧
浜	pã˥
浜瓜	pã˥ ko˨˩
浞	zoʔ˨˧
浠	ɕiⱼ˦
浣	uø˥˩
浥	iəʔ˦˧
浦	pʰu˥˩
浩	ɦæ˨˧˩
浪	lɑ̃
浪荡	lɑ̃˨˨˧ dɑ̃˧
浪蕩	lɑ̃˨˨˧ dɑ̃˧
浪藉	lɑ̃˨˨˧ ziəʔ˨
浬	liⱼ˨˧˩
浮	vu˨˨˧
浮萍	vʏ˨˨˧ bin˧
浴	ɦioʔ˨˧
浴室	ɦioʔ˨˧ səʔ˦˧
浴巾	ɦioʔ˨˧ ʨin˥
浴桶	ɦioʔ˧ doŋ˨˩
浴盆	ɦioʔ˨˧ bən˧
海	hᴇ˥˩
海参	hᴇ˥˩ sən˨˩
海參	hᴇ˥˩ sən˨˩
海報	hᴇ˥˩ pæ˨˩
海带	hᴇ˥˩ tɑ˨˩
海帶	hᴇ˥˩ tɑ˨˩
海报	hᴇ˥˩ pæ˨˩
海昌蓝	hᴇ˥˩ ʦʰã˧ lᴇ˨˩
海昌藍	hᴇ˥˩ ʦʰã˧ lᴇ˨˩
海棠	hᴇ˥˩ dɑ̃˧
海棠糕	hᴇ˥˩ dɑ̃˧ kæ˨˩
海水	hᴇ˥˩ sɥ˨˩
海派	hᴇ˥˩ pʰɑ˨˩
海海会	hᴇ˥ hᴇ˧ ɦuᴇ˨˩
海海會	hᴇ˥ hᴇ˧ ɦuᴇ˨˩
海滩	hᴇ˥˩ tʰᴇ˧
海灘	hᴇ˥˩ tʰᴇ˧
海米	hᴇ˥˩ mi˧˩
海蛳	hᴇ˥˩ sɿ˧
海蜇	hᴇ˥˩ zəʔ˨
海螄	hᴇ˥˩ sɿ˧
浸	ʦin˥˨˧
浸种	ʦin˥˩ ʦoŋ˨˩
浸種	ʦin˥˩ ʦoŋ˨˩
浹	kaʔ˦˧
涂	dəu˨˨˧
涂脱	dəu˨˨˧ tʰəʔ
涄	phin˦
涅	ȵiəʔ˨˧
涇	ʨin˦
消	siæ˥
消食	siæ˥ zəʔ˨
涉	zəʔ˨˧
涌	ioŋ˥˩
涎	ɦi˨˨˧
涒	tʰən˦
涓	ʨiø˦
涔	zən˨˨˧
涕	tʰiⱼ˥˨˧
涛	dæ˨˨˧
涝	læ˨˧˩
涟	li˨˨˧
涡	əu˦
涣	huø˥˩
涤	diəʔ˨˧
润	zən˨˧˩
润肺	zən˧˩ fi˥˨˨˧
涧	kᴇ˥˨˧
涨	ʦã˥˩
涨性	ʦã˥˩ sin˨˩
涨水	ʦã˥ sɥ˨˩
涩	səʔ˦˧
涪	fu˥˩
涯	ɦiɑ˨˨˧
液	ɦiəʔ˨˧
涵	ɦø˨˨˧
涸	ɦoʔ˨˧
涼	liã˨˨˧
涼帽	liã˨˨˧ mæ˧
涼棚	liã˨˨˧ bã˧
涼粉	liã˨˨˧ fən˧
涼鞋	liã˨˨˧ ɦɑ˧
涿	toʔ˦˧
淀	di˨˧˩
淄	ʦɿ˦
淅	siəʔ˦˧
淆	ɦiæ˨˨˧
淇	ʥiⱼ˨˨˧
淋	lin˨˨˧
淌	tʰɑ̃˥˩
淌水面	tʰɑ̃˥˩ sɥ˧ miɪ˨˩
淌眼泪	tʰɑ̃˥˩ ŋᴇ˧˩ li˨˩
淌眼淚	tʰɑ̃˥˩ ŋᴇ˧˩ li˨˩
淑	zoʔ˨˧
淒	ʦʰiⱼ˦
淖	næ˨˧˩
淘	dæ˨˨˧
淘伴	dæ˨˨˧ bø˧
淘成	dæ˨˨˧ zən˧
淘汤	dæ˩˧ tʰɑ̃˥
淘湯	dæ˩˧ tʰɑ̃˥
淘米	dæ˨˨˧ mi˧
淘米飯籮	dæ˨˨˧ mi˧ vᴇ˧ ləu˨˩
淘米饭箩	dæ˨˨˧ mi˧ vᴇ˧ ləu˨˩
淘茶飯	dæ˨˨˧ zo˧ vᴇ˨˩
淘茶饭	dæ˨˨˧ zo˧ vᴇ˨˩
淘裏	dæ˨˨˧ li
淘里	dæ˨˨˧ li
淙	ʦʰoŋ˦
淚	liⱼ˨˧˩
淝	viⱼ˨˨˧
淞	soŋ˦
淡	dᴇ˧˩
淡水	dᴇ˨˨˧ sɥ˧
淡菜	dᴇ˨˨˧ ʦʰᴇ˨˩
淤	yⱼ˦
淦	kø˥˨˧
淨	zin˨˧˩
淩	lin˨˨˧
淪	lən˨˨˧
淫	ɦin˨˨˧
淫妇	ɦin˩˧ vu˧
淫婦	ɦin˩˧ vu˧
淬	ʦᴇ˥˨˧
淮	wɑ˨˨˧
淰	sən˥˩
深	sən˥
深浅	sən˥ ʦʰiɪ˨˩
深淺	sən˥ ʦʰiɪ˨˩
淲	piæ˦
淳	zən˨˨˧
淴	hoʔ˦˧
淴河浴	hoʔ˦˧ ɦəu˨˨˧ ɦioʔ˨
淴浴	hoʔ˦˧ ɦioʔ˨˧
淵	ɦiø˨˨˧
混	huən˥˨˧
混俏	ɦuən˨˨˧ ʦʰiæ˨˩
混合油	ɦuən˨˨˧ ɦəʔ˨ ɦiʏ˨˩
混堂	ɦuən˨˨˧ dɑ̃˧
淹	i˦
淺	ʦʰi˥˩
添	tʰiɪ˥
添房	tʰiɪ˥ vɑ̃˨˩
添油加酱	tʰiɪ˥ ɦiʏ˧ kɑ˧ ʦiã˨˩
添油加醬	tʰiɪ˥ ɦiʏ˧ kɑ˧ ʦiã˨˩
淼	miæ˥˩
清	ʦʰin˦
清一色	ʦʰin˥ iəʔ˨ səʔ˨
清倌人	ʦʰin˥ kuø˧ ȵin˨˩
清唱	ʦʰin˥ ʦʰɑ̃˨˩
清奇古怪	ʦʰin˥ ʥi˧ kəu˧ kua˨˩
清打清	ʦʰin˥ tã˧ ʦʰin˨˩
清早	ʦʰin˥ ʦæ˨˩
清明	ʦʰin˥ min˨˩
清水	ʦʰin˥ sɥ˥˩
清水貨	ʦʰin˥ sɥ˧ həu˨˩
清水货	ʦʰin˥ sɥ˧ həu˨˩
清水鼻涕	ʦʰin˥ sɥ˧ bəʔ˨ tʰi˨˩
清汤广水	ʦʰin˥ tʰɑ̃˥ kuɑ̃˧ sɥ˨˩
清淡	ʦʰin˥ dᴇ˨˩
清湯廣水	ʦʰin˥ tʰɑ̃˥ kuɑ̃˧ sɥ˨˩
清火	ʦʰin˥ həu˥˩
清炖	ʦʰin˥ tən˨˩
清燉	ʦʰin˥ tən˨˩
清爽	ʦʰin˥ sɑ̃˨˩
清蒸	ʦʰin˥ ʦən˨˩
清道夫	ʦʰin˥ dæ˧ fu˨˩
清静	ʦʰin˥ zin˨˩
清靜	ʦʰin˥ zin˨˩
渊	ɦiø˨˨˧
渍	ʦiəʔ˦˧
渎	doʔ˨˧
渐	zi˨˧˩
渑	mi˨˧˩
渔	ɦyⱼ˨˨˧
渔樵耕读	ɦy˨˨˧ ziæ˨˨˧ kən˥ doʔ˨˧
渖	sən˦
渗	sən˥˨˧
渙	huø˥˩
渚	ʦʮ˥˩
減	kᴇ˥˩
渝	ɦyⱼ˨˨˧
渟	din˨˨˧
渠	ʥyⱼ˨˨˧
渡	dəu˨˧˩
渢	voŋ˨˨˧
渣	ʦo˦
渤	bəʔ˨˧
渥	oʔ˦˧
渦	əu˦
渧	ti˥˨˧
温	uən˥
温书	uən˥ sɥ˨˩
温吞水	uən˥ tʰən˥ sɥ˨˩
測	ʦʰəʔ˦˧
測字	ʦʰɑʔ˦˧ zɿ˨˩
測字先生	ʦʰɑʔ˥ zɿ˧ siɪ˧ sã˨˩
測驗	ʦʰəʔ˦˧ ȵiɪ˨˩
渭	ɦuᴇ˨˧˩
港	kɑ̃˥˩
渳	mi˥
渴	kʰəʔ˦˧
游	ɦiʏ˨˨˧
游水	ɦiʏ˨˨˧ sɥ˧
游泳裤	ɦiʏ˨˨˧ ioŋ˥ kʰəu˨˩
游火虫	ɦiʏ˨˨˧ həu˧ zoŋ˨˩
渹	hoŋ˦
渺	miæ˥˩
渾	ɦuən˨˨˧
渾水	ɦuən˨˨˧ sɥ˨˩
渾泥水	ɦuən˨˨˧ ȵi˧ sɥ˨˩
渾淘淘	ɦuən˨˨˧ dæ˧ dæ˨˩
渾身	ɦuən˨˨˧ sən˧
湃	pɑ˥˨˧
湊	ʦʰøʏ˥˨˧
湍	tʰø˦
湎	mi˨˧˩
湔	ʦiɪ˥
湖	ɦəu˨˨˧
湖田	ɦəu˨˨˧ diɪ˨˩
湘	siã˦
湘妃榻	siã˥ fi˧ tʰaʔ˨
湘妃竹	siã˥ fi˥ ʦoʔ˨
湛	zᴇ˨˧˩
湣	min˥˩
湧	ioŋ˥˩
湫	ʦʰiæ˦
湮	in˦
湯	tʰã˦
湯包	tʰɑ̃˥ pæ˨˩
湯婆子	tʰɑ̃˥ bu˧ ʦɿ
湯水圓	tʰɑ̃˥ sɥ˧ ɦiø˨˩
湯糰	tʰɑ̃˥ dø˨˩
湯罐	tʰɑ̃˥ kuø˨˩
湯罐水	tʰɑ̃˥ kuø˧ sɥ˨˩
湯頭藥	tʰɑ̃˥ dʏ˧ ɦiɑʔ˨
湯麵	tʰɑ̃˥ miɪ˨˩
湾	uᴇ˥
湿	səʔ˦˧
湿气	səʔ˦˧ ʨʰi˥˨˧
溃	guᴇ˨˧˩
溅	ʦi˥˨˧
溉	kᴇ˥˨˧
溏	dɑ̃˨˨˧
溏黃	dɑ̃˨˨˧ huɑ̃˧
溏黄	dɑ̃˨˨˧ huɑ̃˧
源	ȵiø˨˨˧
準定	ʦən˥˩ din˨˩
溘	kʰəʔ˦˧
溚	taʔ˦˧
溜	løʏ˦
溝	køʏ˦
溟	min˦
溢	iəʔ˦˧
溥	phu˥˩
溧	liəʔ˨˧
溪	ʨʰiⱼ˦
溫	uən˦
溫吞水	uən˥ tʰən˥ sɥ˨˩
溫書	uən˥ sɥ˨˩
溯	səu˥˨˧
溱	ʦən˦
溲	søʏ˦
溴	ɕy˥˨˧
溶	ɦioŋ˨˨˧
溷	ɦuən˨˧˩
溺	ȵiəʔ˨˧
溼	səʔ˦˧
溼氣	səʔ˦˧ ʨʰi˥˨˧
溽	zoʔ˨˧
滁	zʮ˨˨˧
滂	pʰɑ̃˦
滃	oŋ˥˩
滄	ʦʰɑ̃˦
滄浪亭	ʦʰɑ̃˥ lɑ̃˧ din˨˩
滄浪區	ʦʰɑ̃˥ lɑ̃˧ ʨʰy˨˩
滅	miəʔ˨˧
滆	kɑʔ˦˧
滇	di˨˨˧
滉	ɦuɑ̃˨˨˧
滋	ʦɿ˦
滋五十六	ʦɿ˥ ŋ̍˧ zəʔ˨˧ loʔ˨˧
滋味	ʦɿ˥ mi˨˩
滌	diəʔ˨˧
滎	ɦin˨˨˧
滑	ɦuaʔ˨˧
滑口	ɦuaʔ˨˧ kʰʏ˥˩
滑头	ɦuaʔ˨˧ dʏ
滑澾澾	ɦuaʔ˨˧ tʰaʔ˦˧ tʰaʔ˦˧
滑脚	ɦuaʔ˨˧ ʨiɑʔ˦˧
滑腳	ɦuaʔ˨˧ ʨiɑʔ˦˧
滑頭	ɦuaʔ˨˧ dʏ
滓	ʦɿ˥˩
滔	tʰæ˦
滕	dən˨˨˧
滗	piəʔ˦˧[~pʰiəʔ˦˧]
滚	kuən˥˩
滚唔笃娘葛蛋	kuən˥˩ n̩˧ toʔ˨ ȵiã˧ kəʔ dᴇ˨˩
滚条	kuən˥˩ diæ˧
滚水	kuən˥˩ sɥ˨˩
滚穿	kuən˥˩ ʦʰø˥
滚蛋	kuən˥˩ dᴇ˨˩
滚铁环	kuən˥˩ tʰiəʔ˨ ɡuᴇ˧
滞	zʮ˨˧˩
滟	ɦi˨˧˩
满	mø˨˧˩
满分	mø˨˨˧ fən˧
满孝	mø˨˨˧ hæ˨˩
满师	mø˧˩ sɿ˧
满月	mø˨˨˧ ŋəʔ˨
满锋	mø˨˨˧ foŋ˧
滢	ɦin˨˨˧
滤	liⱼ˨˧˩
滥	lᴇ˨˧˩
滥好人	lᴇ˨˨˧ hæ˧ ȵin˨˩
滦	lø˨˨˧
滨	pin˦
滩	tʰᴇ˦
滩簧	tʰᴇ˥ ɦuɑ̃˨˩
滬	ɦəu˨˧˩
滮	piæ˦
滯	zʮ˨˧˩
滲	sən˥˨˧
滴	tiəʔ˦˧
滴搭	tiəʔ˦˧ taʔ˦˧
滴水	tiəʔ˦˧ sɥ˥˩
滷	ləu˨˧˩
滷汁豆腐乾	ləu˧˩ ʦəʔ˨ dʏ˨˨˧ vu˧ kø˨˩
滷鴨	ləu˨˨˧ aʔ˨
滷鴨面	ləu˧˩ aʔ˨ miɪ˧˩
滸	həu˥˩
滹	həu˦
滾	kuən˥˩
滾唔篤娘葛蛋	kuən˥˩ n̩˧ toʔ˨ ȵiã˧ kəʔ dᴇ˨˩
滾條	kuən˥˩ diæ˧
滾水	kuən˥˩ sɥ˨˩
滾穿	kuən˥˩ ʦʰø˥
滾蛋	kuən˥˩ dᴇ˨˩
滾鐵環	kuən˥˩ tʰiəʔ˨ ɡuᴇ˧
滿	mø˨˧˩
滿分	mø˨˨˧ fən˧
滿孝	mø˨˨˧ hæ˨˩
滿師	mø˧˩ sɿ˧
滿月	mø˨˨˧ ŋəʔ˨
滿鋒	mø˨˨˧ foŋ˧
漁	ɦyⱼ˨˨˧
漁樵耕讀	ɦy˨˨˧ ziæ˨˨˧ kən˥ doʔ˨˧
漂	pʰiæ˥˩
漂亮	pʰiæ˥˩ liã˨˩
漂白	pʰiæ˥˩ bɑʔ˨
漂稗	pʰiæ˥˩ bɑ˧
漂賬	pʰiæ˥˩ ʦã˨˩
漂账	pʰiæ˥˩ ʦã˨˩
漆	ʦʰiəʔ˦˧
漆匠	ʦʰiəʔ˦˧ ziã˧˩
漉	loʔ˨˧
漏	lʏ˧˩
漏水	lʏ˨˨˧ sɥ˨˩
漏洞	lʏ˨˨˧ doŋ˨˩
漏白相	lʏ˩˧ bəʔ˧ siã˨˩
漏饞	lʏ˧˩ zᴇ˧
漏馋	lʏ˧˩ zᴇ˧
漓	liⱼ˨˨˧
演	i˥˩
漕	zæ˨˨˧
漘	zən˨˨˧
漚	øʏ˥˨˧
漠	moʔ˨˧
漢	hø˥˨˧
漣	li˨˨˧
漩	zi˨˨˧
漪	iⱼ˦
漫	mø˨˧˩
漬	ʦɿ˥˨˧
漱	søʏ˥˨˧
漲	ʦã˥˨˧
漲性	ʦã˥˩ sin˨˩
漲水	ʦã˥ sɥ˨˩
漳	ʦã˦
漸	zi˨˧˩
漺	sɑ̃˥˩
漾	ɦiã˨˧˩
漿	ʦiã˦
漿板	ʦiã˥ pᴇ˨˩
漿衣裳	ʦiã˥ i˥ zɑ̃˨˩
漿頭	ʦiã˥ dʏ˨˩
漿麥草	ʦiã˥ mɑʔ˨˧ ʦʰæ˨˩
潁	ɦin˨˧˩
潇	siæ˦
潋	li˨˧˩
潑	pʰəʔ˦˧
潔	ʨiəʔ˦˧
潘	pʰø˦
潛	zi˨˨˧
潜	zi˨˨˧
潞	ləu˨˧˩
潠	sən˥˨˧
潢	ɦuɑ̃˨˨˧
潤	zən˨˧˩
潤肺	zən˧˩ fi˥˨˨˧
潦	liæ˨˨˧
潨	zoŋ˨˨˧
潭	dø˨˨˧
潮	zæ˨˨˧
潮头	zæ˨˨˧ dʏ˧
潮水	zæ˨˨˧ sɥ˨˩
潮烟	zæ˨˨˧ iɪ˨˩
潮煙	zæ˨˨˧ iɪ˨˩
潮頭	zæ˨˨˧ dʏ˧
潯	zin˨˨˧
潰	guᴇ˨˧˩
潷	piəʔ˦˧
